customer_id,recency,prior_spend_band,prior_spend_usd,mens,womens,geography,newbie,channel,visited,converted,spend_usd,treatment
MKT-108160,1,2) $100 - $200,176.36,0,1,Urban,0,Web,0,0,0.0,0
MKT-108530,10,2) $100 - $200,143.58,0,1,Rural,0,Phone,0,0,0.0,0
MKT-117544,3,3) $200 - $350,250.43,0,1,Surburban,1,Web,1,0,0.0,1
MKT-101293,6,1) $0 - $100,85.78,0,1,Urban,0,Web,0,0,0.0,1
MKT-114610,4,"6) $750 - $1,000",880.91,1,0,Urban,1,Web,0,0,0.0,1
MKT-116659,12,1) $0 - $100,29.99,0,1,Urban,1,Phone,1,0,0.0,1
MKT-112712,9,2) $100 - $200,135.11,1,0,Rural,0,Phone,0,0,0.0,1
MKT-111131,5,4) $350 - $500,359.71,0,1,Urban,0,Phone,0,0,0.0,0
MKT-119169,10,1) $0 - $100,42.25,1,0,Rural,0,Web,0,0,0.0,1
MKT-103655,5,1) $0 - $100,29.99,1,0,Rural,1,Phone,0,0,0.0,1
MKT-110063,7,2) $100 - $200,102.47,1,0,Urban,1,Phone,0,0,0.0,0
MKT-103843,4,3) $200 - $350,229.8,0,1,Surburban,1,Web,0,0,0.0,1
MKT-122031,8,1) $0 - $100,29.99,1,0,Rural,1,Phone,0,0,0.0,0
MKT-119686,9,1) $0 - $100,96.24,1,0,Surburban,0,Web,1,0,0.0,1
MKT-105237,8,4) $350 - $500,446.99,1,0,Surburban,1,Phone,0,0,0.0,1
MKT-102184,7,4) $350 - $500,409.28,1,0,Surburban,1,Phone,0,0,0.0,1
MKT-108340,10,1) $0 - $100,68.43,0,1,Surburban,1,Phone,1,0,0.0,1
MKT-103908,7,1) $0 - $100,29.99,0,1,Urban,0,Phone,0,0,0.0,0
MKT-110989,8,1) $0 - $100,29.99,0,1,Surburban,0,Phone,0,0,0.0,1
MKT-122731,9,1) $0 - $100,29.99,0,1,Urban,0,Web,0,0,0.0,0
MKT-107134,11,1) $0 - $100,81.72,1,0,Surburban,0,Web,0,0,0.0,0
MKT-121935,2,"7) $1,000 +",1643.83,1,1,Surburban,1,Multichannel,0,0,0.0,0
MKT-115471,5,4) $350 - $500,478.16,1,1,Urban,0,Web,0,0,0.0,0
MKT-103971,7,1) $0 - $100,42.91,0,1,Surburban,1,Phone,0,0,0.0,1
MKT-117807,5,5) $500 - $750,580.8,0,1,Urban,1,Web,0,0,0.0,0
MKT-114155,2,3) $200 - $350,281.53,1,1,Urban,0,Web,1,0,0.0,1
MKT-123618,3,1) $0 - $100,34.69,1,0,Surburban,1,Web,0,0,0.0,0
MKT-118162,10,1) $0 - $100,48.31,0,1,Surburban,1,Web,0,0,0.0,1
MKT-111596,1,"6) $750 - $1,000",786.6,1,0,Surburban,1,Web,1,0,0.0,1
MKT-101867,10,3) $200 - $350,241.84,1,0,Urban,0,Phone,0,0,0.0,0
MKT-115674,1,1) $0 - $100,29.99,1,0,Urban,1,Web,0,0,0.0,1
MKT-100068,12,1) $0 - $100,29.99,0,1,Surburban,1,Phone,0,0,0.0,1
MKT-115970,2,1) $0 - $100,29.99,1,0,Surburban,0,Phone,0,0,0.0,0
MKT-106255,8,2) $100 - $200,154.18,1,0,Surburban,1,Phone,0,0,0.0,1
MKT-101875,1,3) $200 - $350,280.01,1,0,Surburban,1,Web,0,0,0.0,1
MKT-120961,1,3) $200 - $350,313.44,0,1,Urban,0,Multichannel,0,0,0.0,0
MKT-101353,11,1) $0 - $100,29.99,1,0,Rural,0,Web,1,0,0.0,1
MKT-117836,6,2) $100 - $200,139.78,1,0,Urban,1,Phone,0,0,0.0,0
MKT-114020,1,3) $200 - $350,283.37,0,1,Surburban,1,Multichannel,0,0,0.0,1
MKT-118368,1,3) $200 - $350,308.55,1,1,Urban,0,Multichannel,0,0,0.0,0
MKT-123671,1,"7) $1,000 +",1250.43,1,1,Surburban,1,Web,1,0,0.0,1
MKT-109246,3,3) $200 - $350,332.79,1,0,Surburban,0,Web,0,0,0.0,1
MKT-114449,1,3) $200 - $350,206.05,0,1,Surburban,0,Web,0,0,0.0,0
MKT-119968,1,"7) $1,000 +",1057.43,1,0,Surburban,1,Web,0,0,0.0,1
MKT-121854,10,3) $200 - $350,270.09,0,1,Surburban,1,Phone,0,0,0.0,1
MKT-101268,1,2) $100 - $200,127.04,0,1,Urban,0,Phone,0,0,0.0,0
MKT-120574,8,2) $100 - $200,192.75,0,1,Urban,0,Web,0,0,0.0,0
MKT-113727,9,3) $200 - $350,293.6,1,0,Surburban,1,Phone,0,0,0.0,0
MKT-107548,2,3) $200 - $350,282.67,1,1,Surburban,1,Web,0,0,0.0,1
MKT-110198,6,1) $0 - $100,91.11,0,1,Surburban,0,Web,0,0,0.0,0
MKT-114612,5,2) $100 - $200,148.22,1,0,Surburban,0,Web,0,0,0.0,1
MKT-104190,1,3) $200 - $350,202.32,1,1,Surburban,0,Phone,1,0,0.0,1
MKT-104918,4,2) $100 - $200,125.35,1,0,Surburban,0,Phone,0,0,0.0,0
MKT-120753,1,3) $200 - $350,291.44,1,0,Surburban,0,Phone,0,0,0.0,0
MKT-104493,6,2) $100 - $200,168.17,0,1,Surburban,1,Phone,0,0,0.0,1
MKT-116407,8,4) $350 - $500,365.16,1,0,Urban,1,Phone,0,0,0.0,1
MKT-113628,3,1) $0 - $100,29.99,0,1,Urban,1,Phone,0,0,0.0,1
MKT-101924,9,1) $0 - $100,29.99,0,1,Rural,0,Phone,0,0,0.0,0
MKT-103449,7,1) $0 - $100,74.12,0,1,Urban,0,Phone,0,0,0.0,0
MKT-100116,3,1) $0 - $100,79.32,1,0,Surburban,0,Web,0,0,0.0,0
MKT-106094,7,1) $0 - $100,35.66,0,1,Urban,0,Web,0,0,0.0,1
MKT-101162,1,1) $0 - $100,29.99,0,1,Surburban,0,Web,0,0,0.0,1
MKT-105069,1,3) $200 - $350,319.78,1,0,Urban,0,Web,0,0,0.0,0
MKT-119395,10,1) $0 - $100,29.99,0,1,Surburban,1,Web,0,0,0.0,1
MKT-121549,7,1) $0 - $100,29.99,0,1,Rural,1,Web,0,0,0.0,0
MKT-102136,1,2) $100 - $200,132.35,0,1,Surburban,1,Web,0,0,0.0,0
MKT-112805,5,1) $0 - $100,98.94,1,0,Rural,1,Phone,0,0,0.0,0
MKT-114964,7,5) $500 - $750,541.62,1,1,Urban,1,Phone,0,0,0.0,1
MKT-107921,9,1) $0 - $100,84.99,0,1,Urban,0,Phone,0,0,0.0,0
MKT-103021,8,1) $0 - $100,29.99,1,0,Rural,0,Phone,0,0,0.0,0
MKT-110025,9,1) $0 - $100,29.99,0,1,Urban,1,Phone,1,0,0.0,1
MKT-112211,7,3) $200 - $350,255.44,1,1,Surburban,0,Web,0,0,0.0,0
MKT-100605,2,4) $350 - $500,392.14,0,1,Urban,0,Phone,1,0,0.0,1
MKT-107871,10,2) $100 - $200,134.82,0,1,Surburban,0,Web,0,0,0.0,0
MKT-114146,8,3) $200 - $350,325.32,0,1,Urban,0,Phone,0,0,0.0,1
MKT-106766,11,1) $0 - $100,54.1,0,1,Urban,1,Phone,0,0,0.0,0
MKT-120626,4,3) $200 - $350,270.24,1,0,Urban,1,Phone,0,0,0.0,0
MKT-111233,3,1) $0 - $100,29.99,1,0,Rural,0,Web,0,0,0.0,1
MKT-116867,4,3) $200 - $350,312.28,0,1,Urban,0,Web,0,0,0.0,0
MKT-106780,5,2) $100 - $200,113.05,0,1,Surburban,1,Phone,0,0,0.0,1
MKT-109968,10,2) $100 - $200,127.31,1,0,Rural,0,Phone,0,0,0.0,1
MKT-114240,12,1) $0 - $100,32.14,1,0,Surburban,0,Web,0,0,0.0,0
MKT-116203,1,4) $350 - $500,439.07,1,0,Rural,0,Multichannel,0,0,0.0,0
MKT-112749,1,3) $200 - $350,345.16,0,1,Surburban,0,Multichannel,0,0,0.0,0
MKT-119500,1,1) $0 - $100,29.99,1,0,Surburban,0,Web,1,0,0.0,1
MKT-112463,9,3) $200 - $350,222.37,1,0,Rural,0,Phone,0,0,0.0,0
MKT-107565,9,1) $0 - $100,76.61,1,0,Rural,0,Phone,0,0,0.0,1
MKT-118895,6,2) $100 - $200,115.24,1,0,Surburban,0,Web,0,0,0.0,0
MKT-119826,8,1) $0 - $100,74.46,0,1,Urban,0,Web,1,0,0.0,1
MKT-123746,1,1) $0 - $100,57.39,0,1,Rural,1,Web,1,0,0.0,1
MKT-109974,1,2) $100 - $200,141.1,1,0,Urban,1,Phone,0,0,0.0,1
MKT-116737,1,3) $200 - $350,293.6,0,1,Surburban,0,Web,0,0,0.0,1
MKT-108583,4,2) $100 - $200,105.79,0,1,Urban,1,Web,1,0,0.0,1
MKT-112977,10,1) $0 - $100,68.3,0,1,Rural,1,Web,0,0,0.0,1
MKT-113194,5,4) $350 - $500,377.64,0,1,Surburban,0,Web,0,0,0.0,0
MKT-106139,4,1) $0 - $100,84.78,0,1,Rural,0,Web,1,0,0.0,1
MKT-112133,9,2) $100 - $200,102.67,0,1,Surburban,0,Web,0,0,0.0,0
MKT-117085,2,2) $100 - $200,112.17,1,0,Surburban,1,Web,0,0,0.0,0
MKT-104915,10,1) $0 - $100,29.99,1,0,Urban,0,Phone,0,0,0.0,0
MKT-114630,5,1) $0 - $100,29.99,1,0,Surburban,0,Phone,0,0,0.0,0
MKT-122248,2,4) $350 - $500,499.92,0,1,Rural,1,Phone,1,0,0.0,1
MKT-118842,1,1) $0 - $100,69.25,0,1,Urban,0,Phone,0,0,0.0,0
MKT-115843,2,3) $200 - $350,332.4,0,1,Surburban,1,Phone,0,0,0.0,1
MKT-104584,9,1) $0 - $100,34.09,1,0,Urban,0,Phone,0,0,0.0,0
MKT-105591,3,4) $350 - $500,469.71,0,1,Urban,1,Phone,0,0,0.0,1
MKT-114049,11,1) $0 - $100,29.99,1,0,Urban,0,Web,0,0,0.0,1
MKT-114769,5,4) $350 - $500,419.88,0,1,Surburban,0,Multichannel,1,0,0.0,0
MKT-102597,4,5) $500 - $750,566.97,0,1,Urban,1,Multichannel,0,0,0.0,1
MKT-122120,4,2) $100 - $200,145.97,0,1,Surburban,0,Web,0,0,0.0,0
MKT-117167,5,2) $100 - $200,141.34,0,1,Rural,0,Web,0,0,0.0,0
MKT-111552,4,2) $100 - $200,189.99,1,0,Rural,0,Web,1,0,0.0,0
MKT-117443,2,2) $100 - $200,119.13,0,1,Rural,1,Web,0,0,0.0,1
MKT-104800,9,4) $350 - $500,482.3,1,0,Rural,0,Phone,0,0,0.0,1
MKT-116642,9,3) $200 - $350,268.76,1,0,Surburban,0,Web,0,0,0.0,1
MKT-116096,4,1) $0 - $100,29.99,0,1,Surburban,1,Web,0,0,0.0,1
MKT-123684,7,3) $200 - $350,268.01,1,0,Urban,0,Web,0,0,0.0,0
MKT-123636,7,4) $350 - $500,432.84,0,1,Surburban,0,Phone,1,0,0.0,0
MKT-118321,2,1) $0 - $100,29.99,1,0,Urban,1,Web,1,0,0.0,1
MKT-123240,10,1) $0 - $100,29.99,1,0,Surburban,0,Phone,0,0,0.0,0
MKT-117953,4,3) $200 - $350,330.13,0,1,Surburban,0,Web,0,0,0.0,1
MKT-100223,9,4) $350 - $500,465.62,0,1,Surburban,0,Multichannel,0,0,0.0,0
MKT-107531,10,1) $0 - $100,29.99,0,1,Urban,1,Phone,0,0,0.0,0
MKT-110959,3,2) $100 - $200,120.77,0,1,Surburban,0,Phone,0,0,0.0,0
MKT-116140,8,1) $0 - $100,35.39,1,0,Surburban,0,Phone,0,0,0.0,0
MKT-118905,10,3) $200 - $350,201.27,1,0,Urban,0,Phone,0,0,0.0,1
MKT-100610,1,2) $100 - $200,188.02,1,0,Surburban,0,Phone,0,0,0.0,1
MKT-114991,10,1) $0 - $100,76.34,0,1,Urban,0,Phone,0,0,0.0,0
MKT-112230,6,4) $350 - $500,437.37,0,1,Urban,0,Multichannel,0,0,0.0,1
MKT-111900,2,4) $350 - $500,467.52,0,1,Surburban,0,Phone,1,0,0.0,1
MKT-119533,7,1) $0 - $100,29.99,0,1,Surburban,0,Web,0,0,0.0,0
MKT-104972,1,1) $0 - $100,88.47,1,0,Rural,0,Web,1,0,0.0,0
MKT-111869,5,2) $100 - $200,132.24,1,0,Rural,0,Web,0,0,0.0,0
MKT-108423,5,1) $0 - $100,67.35,1,0,Urban,1,Phone,0,0,0.0,1
MKT-111146,1,4) $350 - $500,407.48,0,1,Urban,0,Multichannel,0,0,0.0,0
MKT-122407,2,2) $100 - $200,108.51,1,0,Surburban,1,Phone,0,0,0.0,0
MKT-117277,4,5) $500 - $750,595.59,1,1,Surburban,1,Phone,1,0,0.0,1
MKT-120640,8,5) $500 - $750,657.53,1,0,Surburban,1,Multichannel,0,0,0.0,0
MKT-109518,7,2) $100 - $200,116.2,1,0,Urban,1,Phone,0,0,0.0,0
MKT-105627,7,1) $0 - $100,42.82,1,0,Urban,0,Phone,0,0,0.0,0
MKT-122366,11,2) $100 - $200,189.89,1,0,Urban,0,Web,0,0,0.0,0
MKT-100549,4,1) $0 - $100,66.56,1,0,Rural,0,Web,0,0,0.0,0
MKT-122587,9,1) $0 - $100,82.56,0,1,Surburban,1,Phone,0,0,0.0,1
MKT-114955,6,5) $500 - $750,515.3,0,1,Surburban,1,Phone,0,0,0.0,1
MKT-109441,12,1) $0 - $100,46.91,0,1,Surburban,0,Phone,0,0,0.0,0
MKT-119476,7,1) $0 - $100,40.72,1,0,Urban,0,Web,0,0,0.0,0
MKT-117921,2,2) $100 - $200,171.29,1,0,Surburban,0,Web,0,0,0.0,0
MKT-117601,8,2) $100 - $200,154.88,1,0,Surburban,0,Phone,0,0,0.0,0
MKT-104974,1,2) $100 - $200,124.23,1,0,Surburban,1,Phone,0,0,0.0,0
MKT-113216,8,1) $0 - $100,29.99,0,1,Urban,0,Web,0,0,0.0,0
MKT-101926,2,"6) $750 - $1,000",824.7,1,1,Urban,1,Multichannel,0,0,0.0,1
MKT-106451,2,2) $100 - $200,169.12,1,0,Rural,0,Phone,0,0,0.0,1
MKT-111816,6,4) $350 - $500,379.62,1,1,Urban,0,Multichannel,0,0,0.0,1
MKT-100318,5,2) $100 - $200,150.26,1,0,Urban,1,Phone,1,0,0.0,0
MKT-119195,2,1) $0 - $100,64.99,1,0,Urban,0,Web,0,0,0.0,1
MKT-102806,12,5) $500 - $750,618.13,1,1,Urban,1,Phone,0,0,0.0,0
MKT-105764,4,3) $200 - $350,336.29,0,1,Surburban,0,Phone,0,0,0.0,0
MKT-111482,10,1) $0 - $100,32.26,1,0,Urban,1,Phone,0,0,0.0,1
MKT-115545,9,4) $350 - $500,417.53,1,1,Urban,0,Phone,0,0,0.0,1
MKT-105622,3,1) $0 - $100,64.62,0,1,Surburban,0,Phone,1,0,0.0,0
MKT-101107,11,1) $0 - $100,34.67,1,0,Urban,0,Phone,0,0,0.0,0
MKT-120654,1,"7) $1,000 +",1570.47,1,1,Surburban,1,Web,0,0,0.0,1
MKT-122049,9,3) $200 - $350,265.12,1,1,Rural,0,Multichannel,0,0,0.0,0
MKT-119817,6,1) $0 - $100,70.19,1,0,Surburban,0,Phone,0,0,0.0,1
MKT-122539,6,1) $0 - $100,49.94,1,0,Urban,0,Web,0,0,0.0,0
MKT-102929,9,2) $100 - $200,159.13,1,0,Surburban,1,Phone,0,0,0.0,0
MKT-103977,2,"6) $750 - $1,000",777.98,1,0,Surburban,1,Multichannel,0,0,0.0,0
MKT-118742,10,1) $0 - $100,35.14,0,1,Urban,1,Web,1,0,0.0,0
MKT-109601,5,3) $200 - $350,295.81,0,1,Rural,0,Phone,0,0,0.0,0
MKT-100687,7,3) $200 - $350,274.82,1,0,Surburban,0,Multichannel,0,0,0.0,0
MKT-105208,10,3) $200 - $350,277.66,0,1,Surburban,1,Multichannel,1,0,0.0,1
MKT-107382,9,1) $0 - $100,84.78,1,0,Rural,0,Phone,1,1,72.05,0
MKT-110190,6,5) $500 - $750,630.14,1,1,Surburban,1,Web,0,0,0.0,0
MKT-104861,6,2) $100 - $200,169.37,1,0,Urban,0,Phone,0,0,0.0,0
MKT-104425,8,3) $200 - $350,235.22,0,1,Urban,1,Phone,0,0,0.0,0
MKT-122680,7,1) $0 - $100,29.99,0,1,Urban,1,Web,0,0,0.0,0
MKT-120958,5,1) $0 - $100,54.45,0,1,Surburban,0,Phone,1,0,0.0,1
MKT-115503,2,1) $0 - $100,60.85,1,0,Surburban,0,Web,0,0,0.0,0
MKT-111607,5,4) $350 - $500,376.21,1,0,Surburban,1,Web,0,0,0.0,0
MKT-113068,1,1) $0 - $100,70.17,1,0,Surburban,0,Web,0,0,0.0,0
MKT-108946,4,2) $100 - $200,115.55,0,1,Surburban,0,Phone,0,0,0.0,1
MKT-104330,1,5) $500 - $750,595.77,1,0,Urban,1,Web,0,0,0.0,1
MKT-112717,2,2) $100 - $200,165.54,0,1,Surburban,0,Web,0,0,0.0,0
MKT-107877,6,3) $200 - $350,297.86,1,1,Urban,0,Web,0,0,0.0,1
MKT-102087,3,2) $100 - $200,123.53,1,0,Surburban,0,Web,1,0,0.0,0
MKT-111032,7,1) $0 - $100,38.1,1,0,Urban,1,Web,1,0,0.0,1
MKT-110670,1,5) $500 - $750,613.84,1,1,Surburban,1,Phone,0,0,0.0,1
MKT-123632,4,1) $0 - $100,29.99,1,0,Surburban,1,Phone,0,0,0.0,0
MKT-114028,1,3) $200 - $350,234.82,0,1,Rural,0,Phone,0,0,0.0,1
MKT-114538,3,1) $0 - $100,29.99,1,0,Surburban,1,Web,0,0,0.0,1
MKT-121132,1,1) $0 - $100,29.99,0,1,Urban,1,Web,0,0,0.0,1
MKT-122179,1,5) $500 - $750,725.47,1,1,Surburban,1,Web,1,0,0.0,0
MKT-103553,2,4) $350 - $500,498.52,0,1,Rural,0,Phone,0,0,0.0,0
MKT-101349,12,1) $0 - $100,56.01,1,0,Surburban,1,Phone,0,0,0.0,1
MKT-121116,9,2) $100 - $200,162.11,0,1,Rural,1,Phone,0,0,0.0,1
MKT-117124,4,3) $200 - $350,344.33,0,1,Urban,0,Web,0,0,0.0,1
MKT-110053,6,3) $200 - $350,279.88,1,0,Surburban,1,Web,0,0,0.0,0
MKT-107115,2,1) $0 - $100,29.99,0,1,Rural,0,Phone,0,0,0.0,0
MKT-113588,1,1) $0 - $100,29.99,1,0,Urban,0,Phone,1,0,0.0,0
MKT-108387,1,1) $0 - $100,85.33,0,1,Urban,0,Web,0,0,0.0,0
MKT-118894,10,3) $200 - $350,311.58,0,1,Rural,0,Phone,0,0,0.0,0
MKT-118359,6,1) $0 - $100,89.43,0,1,Urban,1,Web,0,0,0.0,1
MKT-110672,10,2) $100 - $200,133.24,1,0,Surburban,0,Phone,0,0,0.0,0
MKT-106115,10,1) $0 - $100,43.67,1,0,Rural,0,Phone,0,0,0.0,1
MKT-108414,10,1) $0 - $100,29.99,0,1,Surburban,0,Phone,0,0,0.0,1
MKT-113058,9,3) $200 - $350,307.5,1,0,Surburban,0,Multichannel,0,0,0.0,1
MKT-104961,3,2) $100 - $200,171.96,1,0,Urban,1,Phone,0,0,0.0,0
MKT-100794,2,"6) $750 - $1,000",841.45,1,1,Urban,1,Multichannel,0,0,0.0,1
MKT-110591,5,1) $0 - $100,76.58,1,0,Urban,1,Web,0,0,0.0,1
MKT-106143,10,1) $0 - $100,85.34,0,1,Urban,1,Phone,0,0,0.0,0
MKT-114363,11,1) $0 - $100,29.99,0,1,Surburban,1,Web,0,0,0.0,0
MKT-101127,10,2) $100 - $200,101.72,0,1,Surburban,0,Web,0,0,0.0,1
MKT-107317,10,1) $0 - $100,79.0,1,0,Surburban,0,Web,0,0,0.0,0
MKT-104695,7,1) $0 - $100,57.39,0,1,Rural,0,Phone,0,0,0.0,1
MKT-115280,7,1) $0 - $100,43.85,0,1,Surburban,0,Phone,0,0,0.0,0
MKT-108863,6,5) $500 - $750,584.42,1,0,Urban,1,Multichannel,0,0,0.0,1
MKT-118378,10,1) $0 - $100,60.52,0,1,Urban,1,Web,0,0,0.0,1
MKT-120666,10,3) $200 - $350,243.76,0,1,Surburban,0,Phone,0,0,0.0,0
MKT-119956,12,1) $0 - $100,29.99,1,0,Surburban,0,Web,0,0,0.0,1
MKT-109593,8,1) $0 - $100,37.46,0,1,Urban,0,Web,0,0,0.0,1
MKT-117840,9,3) $200 - $350,222.28,0,1,Rural,1,Phone,0,0,0.0,1
MKT-107108,11,3) $200 - $350,223.5,0,1,Rural,0,Multichannel,1,0,0.0,1
MKT-106436,4,1) $0 - $100,56.77,1,0,Surburban,1,Web,0,0,0.0,0
MKT-105290,6,"6) $750 - $1,000",750.76,1,1,Urban,1,Multichannel,0,0,0.0,0
MKT-111274,5,3) $200 - $350,297.29,1,0,Surburban,0,Multichannel,1,0,0.0,0
MKT-103827,8,5) $500 - $750,614.21,1,1,Rural,1,Multichannel,0,0,0.0,1
MKT-116110,2,2) $100 - $200,124.06,1,0,Surburban,1,Web,0,0,0.0,0
MKT-107462,5,5) $500 - $750,596.5,0,1,Surburban,1,Web,0,0,0.0,1
MKT-101213,7,3) $200 - $350,266.15,0,1,Urban,1,Phone,0,0,0.0,1
MKT-123406,9,1) $0 - $100,94.43,1,0,Surburban,0,Web,1,0,0.0,0
MKT-112580,3,2) $100 - $200,132.24,1,0,Urban,0,Web,0,0,0.0,1
MKT-114661,9,3) $200 - $350,218.26,1,0,Surburban,0,Web,0,0,0.0,1
MKT-120364,6,2) $100 - $200,136.22,0,1,Urban,0,Web,0,0,0.0,0
MKT-115665,10,1) $0 - $100,44.64,1,0,Surburban,1,Phone,0,0,0.0,0
MKT-108341,6,2) $100 - $200,108.39,0,1,Urban,1,Web,0,0,0.0,0
MKT-116404,4,1) $0 - $100,57.21,0,1,Rural,1,Web,0,0,0.0,1
MKT-115017,9,4) $350 - $500,455.74,1,0,Urban,0,Multichannel,0,0,0.0,1
MKT-110319,3,3) $200 - $350,340.17,1,0,Surburban,0,Phone,0,0,0.0,1
MKT-103212,11,2) $100 - $200,137.94,0,1,Urban,1,Phone,0,0,0.0,1
MKT-109851,6,3) $200 - $350,322.93,1,0,Surburban,0,Web,0,0,0.0,0
MKT-112521,12,1) $0 - $100,35.58,1,0,Urban,0,Phone,0,0,0.0,0
MKT-123008,11,2) $100 - $200,148.04,0,1,Urban,0,Phone,0,0,0.0,0
MKT-101172,4,3) $200 - $350,324.45,0,1,Urban,0,Multichannel,0,0,0.0,1
MKT-101931,2,2) $100 - $200,111.11,0,1,Urban,0,Web,0,0,0.0,0
MKT-114496,2,1) $0 - $100,29.99,1,0,Surburban,0,Web,0,0,0.0,0
MKT-100515,2,4) $350 - $500,464.33,0,1,Urban,0,Web,1,0,0.0,0
MKT-114115,3,2) $100 - $200,160.08,1,0,Surburban,0,Phone,0,0,0.0,0
MKT-106679,8,1) $0 - $100,29.99,1,0,Urban,1,Web,0,0,0.0,0
MKT-102322,1,4) $350 - $500,465.04,0,1,Surburban,0,Phone,0,0,0.0,0
MKT-109994,8,1) $0 - $100,29.99,1,0,Urban,0,Web,1,0,0.0,1
MKT-100870,10,2) $100 - $200,197.35,1,0,Surburban,1,Web,0,0,0.0,1
MKT-103750,3,4) $350 - $500,479.97,1,0,Urban,0,Multichannel,0,0,0.0,0
MKT-115754,9,1) $0 - $100,72.3,1,0,Surburban,1,Web,0,0,0.0,0
MKT-123948,9,4) $350 - $500,350.18,1,0,Urban,1,Phone,0,0,0.0,0
MKT-105790,8,1) $0 - $100,29.99,1,0,Urban,1,Web,0,0,0.0,0
MKT-121409,11,1) $0 - $100,71.48,1,0,Rural,1,Phone,1,0,0.0,0
MKT-107503,4,1) $0 - $100,29.99,0,1,Urban,0,Phone,0,0,0.0,1
MKT-106797,8,2) $100 - $200,117.19,1,0,Rural,1,Phone,0,0,0.0,0
MKT-105756,3,1) $0 - $100,29.99,1,0,Surburban,1,Phone,0,0,0.0,0
MKT-103712,1,1) $0 - $100,29.99,0,1,Surburban,1,Phone,0,0,0.0,0
MKT-121591,3,5) $500 - $750,583.97,1,1,Surburban,1,Phone,1,1,32.43,1
MKT-116273,12,2) $100 - $200,197.31,0,1,Surburban,0,Web,0,0,0.0,1
MKT-120031,10,2) $100 - $200,150.96,1,0,Surburban,0,Web,0,0,0.0,0
MKT-119243,10,3) $200 - $350,200.51,1,1,Urban,1,Multichannel,0,0,0.0,1
MKT-109392,9,3) $200 - $350,212.59,1,0,Urban,1,Phone,0,0,0.0,0
MKT-104999,10,4) $350 - $500,364.11,1,1,Urban,0,Multichannel,0,0,0.0,0
MKT-103176,4,"6) $750 - $1,000",985.71,1,1,Surburban,1,Phone,0,0,0.0,1
MKT-116751,2,3) $200 - $350,226.7,1,1,Urban,0,Phone,0,0,0.0,1
MKT-114568,9,2) $100 - $200,111.49,0,1,Urban,1,Phone,0,0,0.0,0
MKT-110306,10,1) $0 - $100,73.04,0,1,Surburban,1,Phone,0,0,0.0,0
MKT-100694,1,1) $0 - $100,29.99,0,1,Surburban,1,Phone,0,0,0.0,0
MKT-122855,2,"7) $1,000 +",1090.48,1,1,Urban,1,Multichannel,0,0,0.0,0
MKT-123840,4,4) $350 - $500,411.14,1,0,Surburban,0,Web,0,0,0.0,0
MKT-123921,8,3) $200 - $350,213.13,1,0,Urban,0,Phone,0,0,0.0,1
MKT-123981,4,3) $200 - $350,313.2,1,0,Surburban,1,Phone,0,0,0.0,0
MKT-108005,11,1) $0 - $100,81.74,0,1,Rural,1,Web,1,0,0.0,1
MKT-115063,1,3) $200 - $350,206.33,0,1,Surburban,0,Phone,0,0,0.0,0
MKT-119796,11,1) $0 - $100,30.31,1,0,Urban,1,Web,1,0,0.0,0
MKT-113443,4,1) $0 - $100,29.99,1,0,Rural,0,Phone,0,0,0.0,0
MKT-115391,2,"7) $1,000 +",1403.07,1,1,Surburban,1,Multichannel,0,0,0.0,1
MKT-111982,6,1) $0 - $100,43.99,1,0,Surburban,1,Web,0,0,0.0,0
MKT-113373,6,1) $0 - $100,36.16,0,1,Surburban,1,Web,0,0,0.0,1
MKT-112376,8,1) $0 - $100,95.78,1,0,Urban,0,Web,1,0,0.0,0
MKT-110952,11,3) $200 - $350,348.64,1,1,Surburban,0,Web,0,0,0.0,0
MKT-122503,5,2) $100 - $200,129.45,0,1,Surburban,0,Phone,0,0,0.0,0
MKT-115209,8,1) $0 - $100,29.99,1,0,Surburban,1,Web,0,0,0.0,0
MKT-120467,10,1) $0 - $100,49.34,0,1,Urban,1,Web,0,0,0.0,1
MKT-109309,3,1) $0 - $100,57.33,1,0,Surburban,0,Web,0,0,0.0,1
MKT-123325,1,"6) $750 - $1,000",880.21,1,1,Surburban,1,Phone,0,0,0.0,1
MKT-102703,8,2) $100 - $200,177.03,1,0,Urban,0,Web,0,0,0.0,1
MKT-109189,2,5) $500 - $750,639.89,1,1,Urban,1,Multichannel,0,0,0.0,1
MKT-102447,9,2) $100 - $200,181.08,0,1,Surburban,0,Phone,0,0,0.0,1
MKT-107380,6,"6) $750 - $1,000",982.76,1,1,Urban,1,Web,1,0,0.0,1
MKT-105420,5,3) $200 - $350,290.86,1,0,Urban,1,Web,0,0,0.0,0
MKT-106103,8,1) $0 - $100,95.51,0,1,Rural,0,Phone,0,0,0.0,1
MKT-114806,2,2) $100 - $200,180.82,1,0,Urban,1,Phone,0,0,0.0,1
MKT-108496,10,3) $200 - $350,205.16,0,1,Surburban,1,Multichannel,0,0,0.0,0
MKT-105543,2,1) $0 - $100,29.99,0,1,Urban,1,Phone,0,0,0.0,1
MKT-101554,7,5) $500 - $750,655.95,0,1,Surburban,1,Web,0,0,0.0,0
MKT-112031,6,1) $0 - $100,29.99,0,1,Urban,1,Web,0,0,0.0,1
MKT-103713,12,1) $0 - $100,53.52,1,0,Urban,0,Phone,0,0,0.0,0
