booking_id,hotel,canceled,lead_time,arrival_year,arrival_week,arrival_day,weekend_nights,weekday_nights,adults,children,babies,meal,country,market_segment,distribution_channel,repeated_guest,previous_cancellations,previous_completed_bookings,room_type,booking_changes,deposit_type,waitlist_days,customer_type,average_daily_rate,parking_spaces,special_requests,arrival_month
BOOK-194903,City Hotel,0,292,2016,30,21,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,90.0,0,0,7
BOOK-188592,City Hotel,0,271,2015,29,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,62.0,0,0,7
BOOK-184132,City Hotel,1,170,2016,30,18,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,95.2,0,1,7
BOOK-187570,City Hotel,0,16,2016,10,3,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,88.8,0,1,3
BOOK-140948,City Hotel,0,46,2015,45,6,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Transient,60.0,0,0,11
BOOK-102383,City Hotel,1,6,2015,39,20,2,0,2,0.0,0,BB,PRT,Corporate,Corporate,0,1,0,A,0,Non Refund,0,Transient,100.0,0,0,9
BOOK-150455,City Hotel,0,84,2017,19,12,0,1,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,153.0,0,1,5
BOOK-122163,City Hotel,1,121,2016,26,24,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,0,Transient,90.0,0,0,6
BOOK-192128,City Hotel,0,7,2015,37,12,2,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,142.6,0,1,9
BOOK-180928,City Hotel,0,95,2016,21,19,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient-Party,132.6,0,1,5
BOOK-110735,Resort Hotel,0,36,2016,51,12,1,1,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,43.0,0,2,12
BOOK-123246,City Hotel,0,116,2017,12,24,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,100.0,0,1,3
BOOK-217759,Resort Hotel,0,84,2017,7,17,0,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,41.6,0,0,2
BOOK-189772,City Hotel,1,9,2016,3,14,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,67.5,0,0,1
BOOK-200852,City Hotel,0,2,2016,25,16,0,1,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,168.0,0,2,6
BOOK-209702,City Hotel,0,103,2017,10,5,2,2,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,64.14,0,0,3
BOOK-209881,City Hotel,1,61,2017,9,26,2,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,99.28,0,0,2
BOOK-115372,Resort Hotel,1,17,2017,4,28,0,1,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,0,Non Refund,0,Transient-Party,32.0,0,0,1
BOOK-181423,City Hotel,1,43,2017,16,16,2,0,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,120.0,0,0,4
BOOK-107572,Resort Hotel,0,0,2015,47,17,0,4,1,0.0,0,HB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient-Party,42.0,0,0,11
BOOK-139748,City Hotel,1,198,2017,18,3,0,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,2,No Deposit,0,Transient,99.0,0,1,5
BOOK-204202,Resort Hotel,1,144,2016,41,7,0,2,2,1.0,0,BB,PRT,Complementary,Direct,0,0,0,A,0,No Deposit,0,Transient,0.0,0,0,10
BOOK-145524,City Hotel,0,127,2017,9,3,1,2,2,0.0,1,BB,DNK,Direct,Direct,0,0,0,A,4,No Deposit,0,Transient,77.0,0,2,3
BOOK-122518,City Hotel,0,45,2017,20,20,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,F,1,No Deposit,0,Transient,270.0,0,2,5
BOOK-120478,Resort Hotel,1,61,2017,12,22,0,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,70.0,0,0,3
BOOK-130120,City Hotel,1,315,2016,49,2,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,0,Transient,52.0,0,0,12
BOOK-201560,City Hotel,0,59,2016,51,13,0,5,2,1.0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,4,No Deposit,0,Transient,129.2,0,2,12
BOOK-102001,City Hotel,1,143,2017,18,4,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,110.0,0,0,5
BOOK-112129,City Hotel,0,94,2016,20,11,0,4,2,0.0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Transient,106.08,0,0,5
BOOK-193709,City Hotel,1,14,2015,52,26,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,99.5,0,0,12
BOOK-126895,City Hotel,0,46,2017,23,9,0,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,150.0,0,1,6
BOOK-106846,City Hotel,1,45,2016,18,30,1,1,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,159.3,0,0,4
BOOK-115267,Resort Hotel,1,78,2015,33,11,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,0,No Deposit,0,Transient,214.0,0,0,8
BOOK-180219,Resort Hotel,0,6,2017,16,19,0,2,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,1,No Deposit,0,Transient,121.0,0,0,4
BOOK-109512,City Hotel,1,272,2016,32,5,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,41,Transient,65.0,0,0,8
BOOK-136678,Resort Hotel,1,145,2016,22,28,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,59.24,0,1,5
BOOK-102876,City Hotel,0,4,2016,35,24,0,1,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,119.0,0,1,8
BOOK-147400,Resort Hotel,0,0,2016,46,9,0,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,0,No Deposit,0,Transient,0.0,0,0,11
BOOK-154224,City Hotel,1,365,2015,42,17,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,0,Transient,62.8,0,0,10
BOOK-140391,Resort Hotel,1,46,2015,35,28,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,120.6,0,1,8
BOOK-186513,City Hotel,0,25,2016,16,16,2,1,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,127.67,0,2,4
BOOK-132407,City Hotel,0,83,2017,16,18,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,2,No Deposit,0,Transient,108.0,0,1,4
BOOK-173546,Resort Hotel,0,37,2016,46,12,2,5,2,2.0,0,HB,ESP,Online TA,TA/TO,0,0,0,G,0,No Deposit,0,Transient,130.0,0,0,11
BOOK-194896,City Hotel,1,344,2017,20,15,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,1,No Deposit,0,Transient,109.8,0,1,5
BOOK-170814,City Hotel,0,122,2016,19,5,2,4,0,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,E,3,No Deposit,0,Transient,50.87,0,0,5
BOOK-194669,City Hotel,0,95,2017,11,16,1,3,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,94.2,0,0,3
BOOK-134744,City Hotel,0,7,2016,37,9,2,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,134.0,0,1,9
BOOK-140770,City Hotel,1,11,2015,33,15,2,1,3,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,138.5,0,1,8
BOOK-212683,City Hotel,0,143,2016,31,28,2,4,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,132.88,0,1,7
BOOK-108646,City Hotel,0,1,2016,2,7,0,1,1,0.0,0,BB,ARE,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,82.0,0,0,1
BOOK-149437,Resort Hotel,0,9,2016,8,20,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,60.0,0,2,2
BOOK-215808,Resort Hotel,0,105,2016,45,1,2,5,2,1.0,0,BB,RUS,Direct,Direct,0,0,0,G,1,No Deposit,0,Transient,84.3,1,0,11
BOOK-155965,City Hotel,0,91,2016,35,21,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,117.9,0,0,8
BOOK-147408,City Hotel,0,54,2015,40,3,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,74.15,0,2,10
BOOK-111868,City Hotel,1,249,2016,43,22,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,Non Refund,20,Transient,80.75,0,0,10
BOOK-212913,Resort Hotel,0,113,2015,33,15,2,5,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,0,No Deposit,0,Transient,136.0,0,0,8
BOOK-154909,City Hotel,1,205,2016,23,29,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,0,Transient,90.0,0,0,5
BOOK-188786,City Hotel,0,2,2017,14,5,0,3,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,150.0,0,0,4
BOOK-100338,City Hotel,1,88,2015,53,29,0,4,2,0.0,1,BB,PRT,Online TA,TA/TO,0,1,0,A,0,No Deposit,0,Transient,91.16,0,1,12
BOOK-150058,City Hotel,0,44,2017,16,20,0,3,2,2.0,0,BB,NOR,Online TA,TA/TO,0,0,0,G,0,No Deposit,0,Transient,295.0,0,2,4
BOOK-137590,City Hotel,1,13,2016,25,12,2,0,1,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,115.0,0,0,6
BOOK-138183,City Hotel,1,164,2017,20,15,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,160.0,0,0,5
BOOK-155664,City Hotel,0,171,2017,20,19,2,3,1,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,139.5,0,2,5
BOOK-218312,City Hotel,1,68,2015,40,29,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,48.0,0,0,9
BOOK-209397,Resort Hotel,0,339,2016,42,11,2,5,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,E,0,Refundable,150,Transient-Party,80.81,0,0,10
BOOK-176686,City Hotel,0,18,2017,15,14,0,2,2,0.0,0,SC,DNK,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,150.0,1,2,4
BOOK-211197,Resort Hotel,1,13,2016,53,28,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,65.0,0,1,12
BOOK-210373,City Hotel,0,174,2017,16,21,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,2,No Deposit,0,Transient,117.0,0,1,4
BOOK-203560,Resort Hotel,0,3,2016,48,20,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,50.98,0,2,11
BOOK-106249,Resort Hotel,0,37,2015,34,16,1,0,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,0,No Deposit,0,Transient,172.0,0,0,8
BOOK-188018,City Hotel,0,31,2017,12,19,2,1,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,1,No Deposit,0,Transient,98.0,0,0,3
BOOK-123556,City Hotel,0,22,2016,17,18,1,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,95.0,0,0,4
BOOK-121058,Resort Hotel,0,5,2016,49,3,0,1,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,0,No Deposit,0,Transient-Party,44.0,0,0,12
BOOK-184299,City Hotel,0,76,2015,43,22,1,3,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,58.76,0,1,10
BOOK-202180,City Hotel,0,147,2016,38,12,1,3,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,126.9,0,1,9
BOOK-196390,Resort Hotel,1,83,2016,6,4,1,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,0,No Deposit,0,Transient,98.0,0,0,2
BOOK-174234,City Hotel,0,4,2015,42,12,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,0,No Deposit,0,Transient,65.0,0,1,10
BOOK-129916,City Hotel,1,26,2016,27,2,1,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,151.0,0,1,7
BOOK-219243,City Hotel,0,7,2015,43,22,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,0,A,0,No Deposit,0,Transient,65.0,0,0,10
BOOK-201047,City Hotel,1,98,2015,48,23,1,2,1,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,84.0,0,0,11
BOOK-191254,City Hotel,0,18,2015,40,27,2,1,2,0.0,0,BB,ITA,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,170.0,0,0,9
BOOK-199992,Resort Hotel,0,337,2016,42,9,2,5,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,D,0,No Deposit,101,Transient-Party,67.99,0,0,10
BOOK-213911,City Hotel,1,10,2016,45,1,0,4,2,0.0,0,SC,COL,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,102.0,0,0,11
BOOK-182815,City Hotel,1,14,2016,47,16,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,105.0,0,0,11
BOOK-189072,Resort Hotel,0,17,2016,44,27,0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,122.67,1,2,10
BOOK-210519,Resort Hotel,0,16,2015,49,5,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,2,No Deposit,0,Transient,68.0,1,0,12
BOOK-163714,City Hotel,0,1,2017,5,31,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,6,61,A,0,No Deposit,0,Transient,65.0,0,1,1
BOOK-117180,City Hotel,0,64,2017,1,1,1,0,2,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,0,No Deposit,0,Transient,185.4,0,0,1
BOOK-185295,Resort Hotel,0,113,2016,24,7,0,5,1,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,83.0,1,0,6
BOOK-214958,City Hotel,0,18,2016,3,15,2,3,2,2.0,0,BB,IRQ,Online TA,TA/TO,0,0,0,F,1,No Deposit,0,Transient-Party,169.0,0,0,1
BOOK-210470,City Hotel,1,128,2016,33,8,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,4,No Deposit,0,Transient,119.7,0,0,8
BOOK-200989,City Hotel,0,145,2015,35,29,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,94.5,0,0,8
BOOK-166039,City Hotel,0,163,2016,41,5,0,3,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,100.8,0,0,10
BOOK-157624,Resort Hotel,1,61,2016,46,10,0,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,0,No Deposit,0,Transient,73.8,0,0,11
BOOK-142104,Resort Hotel,0,6,2016,47,13,4,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Transient,42.0,0,0,11
BOOK-166488,Resort Hotel,0,1,2017,7,16,0,1,1,0.0,0,BB,,Direct,Direct,0,0,0,A,1,No Deposit,0,Transient,49.5,0,0,2
BOOK-202305,Resort Hotel,0,69,2015,41,4,2,3,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,40.05,0,1,10
BOOK-181143,Resort Hotel,0,7,2016,53,28,0,2,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,1,No Deposit,0,Transient,111.0,1,0,12
BOOK-214088,Resort Hotel,0,0,2015,30,23,0,1,2,0.0,0,BB,CN,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,134.0,0,0,7
BOOK-128534,City Hotel,0,22,2015,36,4,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,2,No Deposit,0,Contract,105.0,0,2,9
BOOK-143498,City Hotel,0,19,2016,8,15,1,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,46.4,0,0,2
BOOK-180555,Resort Hotel,1,102,2017,15,15,2,3,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,0,No Deposit,0,Transient,135.0,0,1,4
BOOK-155914,City Hotel,0,137,2017,15,9,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,3,No Deposit,0,Transient,118.8,0,0,4
BOOK-204961,City Hotel,1,197,2016,41,8,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,108.9,0,0,10
BOOK-174023,Resort Hotel,1,299,2015,38,13,4,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,D,0,No Deposit,0,Transient,71.55,0,1,9
BOOK-196562,City Hotel,1,42,2015,53,28,1,2,2,1.0,0,SC,PRT,Online TA,TA/TO,0,1,0,A,0,No Deposit,0,Contract,110.8,0,3,12
BOOK-173014,City Hotel,0,216,2017,25,20,0,5,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,3,No Deposit,0,Transient,109.0,0,1,6
BOOK-171125,Resort Hotel,1,44,2015,49,5,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,70.0,0,0,12
BOOK-159201,City Hotel,1,162,2017,18,6,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,80.0,0,0,5
BOOK-208635,City Hotel,1,23,2016,47,18,0,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,2,No Deposit,0,Transient,91.5,0,1,11
BOOK-185147,Resort Hotel,0,108,2016,19,5,2,5,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Contract,41.35,0,0,5
BOOK-170543,Resort Hotel,0,1,2016,29,10,1,0,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,156.0,1,0,7
BOOK-210029,City Hotel,0,32,2016,49,2,0,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,88.0,0,2,12
BOOK-121281,City Hotel,0,0,2016,7,12,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,1,No Deposit,0,Transient,55.08,0,0,2
BOOK-176705,City Hotel,1,0,2016,24,8,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,0,No Deposit,0,Transient,92.5,0,0,6
BOOK-144249,Resort Hotel,1,247,2015,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,A,0,Non Refund,0,Transient,81.0,0,0,10
BOOK-147441,City Hotel,0,122,2017,22,2,1,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,99.0,0,1,6
BOOK-107481,City Hotel,0,1,2016,7,12,0,1,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,109.0,0,1,2
BOOK-177711,Resort Hotel,0,0,2015,44,29,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient,48.0,0,0,10
BOOK-175632,Resort Hotel,0,0,2016,15,7,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,0,No Deposit,0,Transient,39.0,0,0,4
BOOK-179279,City Hotel,1,53,2017,13,26,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,106.2,0,0,3
BOOK-113753,City Hotel,0,41,2017,2,8,2,2,2,0.0,1,BB,GBR,Online TA,TA/TO,0,0,0,A,1,No Deposit,0,Transient,105.4,0,0,1
BOOK-195007,City Hotel,0,58,2015,53,27,2,4,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Transient,78.53,0,1,12
BOOK-104463,City Hotel,1,198,2015,49,5,2,1,3,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,130.5,0,0,12
BOOK-127727,City Hotel,1,264,2015,28,8,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,No Deposit,0,Transient-Party,62.0,0,0,7
BOOK-187479,City Hotel,0,260,2016,47,16,1,4,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,56.94,0,1,11
BOOK-184399,Resort Hotel,0,1,2015,36,30,2,0,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,147.6,0,3,8
BOOK-165121,City Hotel,0,0,2016,39,19,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,160.0,0,0,9
BOOK-144890,City Hotel,1,79,2016,53,30,0,2,1,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,160.78,0,1,12
BOOK-106292,Resort Hotel,0,173,2016,21,19,2,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,52.2,0,1,5
BOOK-125723,City Hotel,0,124,2017,11,16,1,3,2,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,2,No Deposit,0,Transient,91.8,0,1,3
BOOK-163735,City Hotel,0,91,2016,29,15,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Transient,82.45,0,0,7
BOOK-170253,City Hotel,0,0,2017,8,21,0,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,D,0,No Deposit,0,Transient,0.0,0,1,2
BOOK-133387,City Hotel,1,198,2015,49,5,2,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,90.0,0,0,12
BOOK-152978,Resort Hotel,0,0,2016,18,27,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient,42.0,0,0,4
BOOK-194756,Resort Hotel,0,31,2017,12,23,0,3,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,2,No Deposit,0,Transient,105.0,0,0,3
BOOK-136909,City Hotel,1,43,2015,27,3,0,2,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,63.0,0,0,7
BOOK-122934,City Hotel,0,377,2016,42,14,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,115.0,0,1,10
BOOK-108668,City Hotel,1,305,2016,45,4,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,0,Transient,89.0,0,0,11
BOOK-180477,City Hotel,1,156,2017,17,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,100.0,0,0,4
BOOK-181248,City Hotel,1,274,2016,15,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,62.0,0,0,4
BOOK-196833,City Hotel,1,265,2015,28,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,No Deposit,0,Contract,62.0,0,0,7
BOOK-108001,Resort Hotel,1,68,2016,22,24,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,2,No Deposit,0,Transient,77.0,0,0,5
BOOK-119190,City Hotel,1,95,2016,23,29,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,65.0,0,0,5
BOOK-102170,City Hotel,0,0,2017,8,25,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,1,No Deposit,0,Transient,108.0,0,0,2
BOOK-107192,Resort Hotel,1,49,2016,10,5,2,2,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,E,0,No Deposit,0,Transient-Party,66.0,0,0,3
BOOK-101486,City Hotel,0,56,2016,14,29,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,85.85,0,1,3
BOOK-171785,Resort Hotel,0,131,2016,33,8,1,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,211.0,0,2,8
BOOK-141615,City Hotel,1,22,2017,2,14,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,82.88,0,0,1
BOOK-115734,City Hotel,0,147,2016,32,3,4,10,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,1,No Deposit,0,Transient,118.88,0,1,8
BOOK-104136,Resort Hotel,1,26,2016,22,26,0,3,4,0.0,0,BB,PRT,Direct,Direct,0,0,0,H,0,No Deposit,0,Transient,175.0,0,0,5
BOOK-179630,City Hotel,1,33,2016,20,9,1,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,104.49,0,0,5
BOOK-217305,City Hotel,0,241,2015,43,19,1,2,1,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,50.0,0,0,10
BOOK-167430,City Hotel,1,69,2017,14,6,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,Non Refund,0,Transient,85.0,0,0,4
BOOK-202198,Resort Hotel,1,240,2016,34,15,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,113.05,0,1,8
BOOK-153425,City Hotel,1,265,2015,28,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,0,No Deposit,0,Transient-Party,62.8,0,0,7
BOOK-215175,City Hotel,1,258,2016,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,41,Transient,65.0,0,0,9
