customer_id,recency_days,purchase_frequency,monetary_value,product_diversity,units_purchased,active_days,country,average_basket_value,return_line_rate
SHOP-101903,16,8,1906.09,140,1532,8,United Kingdom,238.26125000000002,0.0
SHOP-100719,43,7,1280.85,10,175,7,United Kingdom,182.97857142857146,0.0
SHOP-100228,144,3,1749.02,68,661,3,United Kingdom,583.0066666666667,0.023529411764705882
SHOP-100309,64,2,826.74,25,671,2,Czech Republic,413.37,0.16666666666666666
SHOP-100651,5,21,11349.52,269,5840,15,United Kingdom,540.4533333333334,0.041390728476821195
SHOP-102509,10,4,420.29999999999995,3,162,4,United Kingdom,105.075,0.0
SHOP-102728,37,6,2248.56,96,1496,6,United Kingdom,374.76,0.03571428571428571
SHOP-102100,78,2,1013.04,38,486,2,United Arab Emirates,506.52,0.0
SHOP-102518,2,30,19824.05,150,8212,20,Germany,660.8016666666666,0.1337099811676083
SHOP-102278,32,3,944.41,86,520,3,United Kingdom,314.80333333333334,0.008928571428571428
SHOP-102825,31,7,1519.08,121,753,6,United Kingdom,217.01142857142855,0.0
SHOP-102510,16,7,1099.98,21,627,6,United Kingdom,157.14000000000001,0.07142857142857142
SHOP-102140,60,3,3222.3,139,1515,3,United Kingdom,1074.1000000000001,0.09146341463414634
SHOP-100277,57,4,1295.3,90,1116,4,United Kingdom,323.82500000000005,0.0
SHOP-100502,11,7,2606.53,60,1616,7,United Kingdom,372.3614285714286,0.0
SHOP-100870,25,4,1971.87,60,1398,3,United Kingdom,492.9675,0.08333333333333333
SHOP-102301,24,3,4628.75,220,4338,3,United Kingdom,1542.9166666666667,0.017543859649122806
SHOP-100660,10,6,2420.84,139,1359,6,United Kingdom,403.47333333333336,0.0
SHOP-101549,67,2,3683.86,114,3233,2,United Kingdom,1841.93,0.008064516129032258
SHOP-100523,219,3,1008.39,46,323,3,United Kingdom,336.13000000000005,0.05555555555555555
SHOP-102039,205,2,483.8,17,174,2,United Kingdom,241.89999999999998,0.0
SHOP-102713,2,25,5870.08,119,2961,18,United Kingdom,234.8032,0.13450292397660818
SHOP-100644,4,6,1286.27,57,791,6,United Kingdom,214.37833333333333,0.01639344262295082
SHOP-100959,78,2,483.4,4,108,2,United Kingdom,241.70000000000002,0.16666666666666666
SHOP-100829,66,5,2055.51,85,1033,4,United Kingdom,411.10200000000003,0.0
SHOP-100846,73,4,684.4200000000001,26,1128,4,United Kingdom,171.10500000000002,0.0
SHOP-101523,51,6,889.9300000000001,50,597,5,United Kingdom,148.3216666666667,0.018867924528301886
SHOP-101251,45,5,1125.07,67,1675,5,United Kingdom,225.01399999999998,0.0
SHOP-102578,19,8,2758.26,118,1844,8,United Kingdom,344.7825,0.056962025316455694
SHOP-101098,10,2,144.91000000000003,9,56,2,United Kingdom,72.455,0.0
SHOP-100320,5,5,2463.17,78,983,4,United Kingdom,492.634,0.0
SHOP-102843,5,4,1417.29,148,1018,3,United Kingdom,354.3225,0.0
SHOP-100400,29,3,1842.56,182,1981,3,United Kingdom,614.1866666666666,0.0
SHOP-102186,12,4,905.04,96,543,3,United Kingdom,226.26,0.0
SHOP-101966,36,5,1198.23,61,441,5,United Kingdom,239.64600000000002,0.0
SHOP-100872,7,18,9053.94,334,4542,17,United Kingdom,502.99666666666667,0.011058451816745656
SHOP-101880,74,2,234.34000000000003,7,88,2,United Kingdom,117.17000000000002,0.0
SHOP-101484,16,28,7277.7,313,5435,20,United Kingdom,259.91785714285714,0.002178649237472767
SHOP-101010,82,2,1890.94,68,1042,2,Channel Islands,945.47,0.011363636363636364
SHOP-101417,4,23,26879.04,19,19256,20,United Kingdom,1168.6539130434783,0.03571428571428571
SHOP-101698,2,73,280206.02,700,196915,45,Netherlands,3838.438630136986,0.002398081534772182
SHOP-101109,145,2,747.81,50,827,2,United Kingdom,373.905,0.2777777777777778
SHOP-101528,41,9,1337.72,161,604,7,United Kingdom,148.63555555555556,0.008368200836820083
SHOP-102109,104,4,1534.26,44,1188,4,United Kingdom,383.56499999999994,0.058823529411764705
SHOP-100785,14,4,692.85,10,458,4,United Kingdom,173.2125,0.09090909090909091
SHOP-102238,315,2,779.5699999999999,38,368,2,France,389.78499999999997,0.0
SHOP-101546,3,7,2832.84,190,1428,7,United Kingdom,404.6914285714286,0.01098901098901099
SHOP-100500,25,3,2338.6000000000004,27,714,3,United Kingdom,779.5333333333334,0.0
SHOP-102108,43,3,1837.28,59,1586,3,United Kingdom,612.4266666666666,0.0
SHOP-101254,40,3,1575.89,69,820,3,United Kingdom,525.2966666666667,0.05952380952380952
SHOP-100979,51,4,3545.69,143,2353,4,Cyprus,886.4224999999999,0.0
SHOP-101023,8,11,2633.0099999999998,101,1878,11,United Kingdom,239.36454545454546,0.0
SHOP-100839,28,3,1692.27,3,875,3,United Kingdom,564.09,0.0
SHOP-101018,9,37,16587.09,233,9526,23,United Kingdom,448.29972972972973,0.02834008097165992
SHOP-100925,4,2,439.43,31,326,2,United Kingdom,219.715,0.0
SHOP-101492,31,11,3170.98,123,1563,9,United Kingdom,288.2709090909091,0.006024096385542169
SHOP-102731,13,7,1357.6,147,778,7,United Kingdom,193.94285714285712,0.0
SHOP-100333,29,13,4396.13,58,1062,13,Germany,338.1638461538462,0.06338028169014084
SHOP-102046,277,2,149.64,13,175,1,United Kingdom,74.82,0.0
SHOP-102170,87,4,2106.84,23,1220,4,United Kingdom,526.71,0.0
SHOP-100661,23,3,1134.28,47,608,3,United Kingdom,378.0933333333333,0.09090909090909091
SHOP-102329,148,2,554.38,30,505,2,United Kingdom,277.19,0.0
SHOP-100189,16,7,2064.95,82,1080,7,United Kingdom,294.99285714285713,0.01694915254237288
SHOP-102584,66,2,725.18,32,730,2,United Kingdom,362.59,0.05405405405405406
SHOP-101022,10,12,3901.81,102,2243,12,United Kingdom,325.1508333333333,0.018867924528301886
SHOP-101825,61,3,357.77,8,235,2,United Kingdom,119.25666666666666,0.0
SHOP-102671,12,2,626.45,28,380,2,United Kingdom,313.225,0.029411764705882353
SHOP-100249,39,2,1079.6599999999999,39,1054,2,United Kingdom,539.8299999999999,0.0
SHOP-102730,6,3,971.58,56,331,3,United Kingdom,323.85999999999996,0.0
SHOP-100268,43,3,645.96,122,341,1,United Kingdom,215.32000000000002,0.0
SHOP-100149,65,2,1025.44,20,1162,2,United Kingdom,512.72,0.09090909090909091
SHOP-101525,10,4,1678.1200000000001,65,895,4,United Kingdom,419.53000000000003,0.0125
SHOP-100025,75,5,3144.86,65,1959,4,United Kingdom,628.972,0.0125
SHOP-100578,212,3,816.73,23,145,3,United Kingdom,272.24333333333334,0.0
SHOP-102273,11,4,745.06,33,323,4,United Kingdom,186.265,0.027777777777777776
SHOP-101863,166,3,811.45,23,682,3,United Kingdom,270.48333333333335,0.0
SHOP-100352,73,5,2446.6,88,1275,5,United Kingdom,489.32000000000005,0.15555555555555556
SHOP-100419,5,6,400.86,8,123,5,United Kingdom,66.81,0.0
SHOP-102103,151,2,486.82000000000005,25,330,2,United Kingdom,243.41000000000003,0.0
SHOP-101230,55,2,319.61,89,188,2,United Kingdom,159.805,0.0
SHOP-102779,140,4,2293.62,79,1028,3,United Kingdom,573.405,0.0
SHOP-101477,178,2,674.52,33,320,2,United Kingdom,337.26,0.0
SHOP-101103,3,2,606.91,35,334,2,United Kingdom,303.455,0.07894736842105263
SHOP-101501,8,3,789.79,40,609,2,United Kingdom,263.2633333333333,0.023255813953488372
SHOP-102834,95,2,911.94,57,595,2,United Kingdom,455.97,0.0
SHOP-101760,18,5,1159.11,31,1365,5,United Kingdom,231.82200000000003,0.06666666666666667
SHOP-101383,30,7,3084.68,56,2088,6,United Kingdom,440.6685714285714,0.06666666666666667
SHOP-100861,17,11,4095.9,179,2556,10,United Kingdom,372.3545454545455,0.03816793893129771
SHOP-102580,36,2,740.78,44,522,2,United Kingdom,370.39,0.0
SHOP-101444,29,7,2272.4,35,1006,7,United Kingdom,324.62857142857143,0.0
SHOP-101278,28,7,2095.13,163,1167,5,United Kingdom,299.30428571428575,0.0
SHOP-101065,11,25,9241.2,354,5385,23,United Kingdom,369.648,0.005208333333333333
SHOP-100643,163,2,1760.96,30,740,1,Australia,880.4800000000001,0.0
SHOP-100673,93,4,678.25,28,331,3,United Kingdom,169.5625,0.08888888888888889
SHOP-100202,22,4,1400.44,88,1501,3,United Kingdom,350.11,0.03418803418803419
SHOP-101591,2,7,4310.0,103,2458,7,Iceland,615.7142857142857,0.0
SHOP-102259,95,2,689.13,131,433,2,United Kingdom,344.565,0.0
SHOP-101630,18,8,2360.09,210,1479,7,United Kingdom,295.01125,0.0
SHOP-101246,17,6,1844.02,60,1236,6,United Kingdom,307.33666666666664,0.012048192771084338
SHOP-100809,15,7,1790.42,107,1204,7,United Kingdom,255.77428571428572,0.009852216748768473
SHOP-101074,29,3,556.95,53,294,2,United Kingdom,185.65,0.0
SHOP-101726,25,8,2527.92,120,1896,8,United Kingdom,315.99,0.03676470588235294
SHOP-100256,134,3,1390.5,23,1574,3,United Kingdom,463.5,0.0
SHOP-101136,43,7,4582.64,102,2668,7,United Kingdom,654.6628571428572,0.0
SHOP-101263,196,3,455.88,25,342,3,United Kingdom,151.96,0.0
SHOP-100102,4,16,3754.27,387,2034,15,United Kingdom,234.641875,0.0
SHOP-102761,4,2,249.72,52,93,2,United Kingdom,124.86,0.0
SHOP-100229,106,3,149.05,4,103,3,United Kingdom,49.68333333333334,0.0
SHOP-102759,87,2,758.92,55,716,2,United Kingdom,379.46000000000004,0.0
SHOP-102382,24,4,781.28,98,1170,4,United Kingdom,195.32,0.0
SHOP-100152,44,2,792.11,52,443,2,United Kingdom,396.055,0.0
SHOP-101802,169,2,842.65,8,143,2,United Kingdom,421.325,0.1
SHOP-102717,74,2,534.24,9,300,2,United Kingdom,267.12,0.0
SHOP-100818,11,4,652.74,25,872,3,United Kingdom,163.185,0.0
SHOP-100934,16,2,250.15,12,97,2,United Kingdom,125.075,0.0
SHOP-101921,15,13,4488.81,189,1568,13,United Kingdom,345.29307692307697,0.003367003367003367
SHOP-102433,218,4,605.8000000000001,14,114,4,United Kingdom,151.45,0.0
SHOP-101499,232,2,876.42,49,490,2,United Kingdom,438.21,0.0
SHOP-102330,4,2,525.24,92,404,2,United Kingdom,262.62,0.0
SHOP-102376,67,7,3313.79,144,1890,7,United Kingdom,473.3985714285714,0.0
SHOP-101764,282,2,110.38000000000001,11,44,1,United Kingdom,55.190000000000005,0.0
SHOP-100947,72,4,1582.6000000000001,47,816,4,Australia,395.65,0.0
SHOP-100915,12,21,4183.39,285,3819,20,United Kingdom,199.2090476190476,0.004219409282700422
SHOP-100970,8,9,4881.88,10,1203,9,Finland,542.4311111111111,0.02631578947368421
SHOP-101356,3,21,6363.59,284,3742,21,United Kingdom,303.02809523809526,0.06187624750499002
SHOP-100514,60,3,709.38,35,440,3,United Kingdom,236.46,0.0
SHOP-100043,80,2,797.71,50,678,2,Germany,398.855,0.0
SHOP-101102,26,2,595.42,17,616,2,United Kingdom,297.71,0.17391304347826086
SHOP-100859,3,7,3119.44,29,5056,6,United Kingdom,445.63428571428574,0.0
SHOP-100171,2,13,4684.76,145,3662,13,United Kingdom,360.36615384615385,0.015209125475285171
SHOP-100410,334,3,876.0,1,80,3,United Kingdom,292.0,0.5
SHOP-101060,3,5,1736.4,39,1004,5,United Kingdom,347.28000000000003,0.0
SHOP-101434,40,3,1233.3600000000001,100,619,3,United Kingdom,411.11999999999995,0.0
SHOP-100023,33,4,1187.66,48,506,4,United Kingdom,296.915,0.0
SHOP-101776,219,5,1561.6100000000001,80,795,5,United Kingdom,312.322,0.0
SHOP-102538,4,4,1785.15,8,437,4,United Kingdom,446.2875,0.0
SHOP-101322,1,4,1106.53,46,440,3,United Kingdom,276.6325,0.0
SHOP-102393,56,3,244.1,27,109,3,United Kingdom,81.36666666666666,0.0
SHOP-102557,11,12,4226.57,155,1876,11,United Kingdom,352.21416666666664,0.009615384615384616
SHOP-102021,6,2,697.04,133,406,2,United Kingdom,348.52,0.0
SHOP-100178,12,7,3190.55,104,1844,7,United Kingdom,455.79285714285714,0.0
SHOP-101025,71,3,1858.96,96,1089,3,United Kingdom,619.6533333333333,0.045454545454545456
SHOP-102473,194,2,865.6,34,996,2,United Kingdom,432.8,0.0
SHOP-101820,10,3,2614.7400000000002,34,864,3,United Kingdom,871.58,0.022727272727272728
SHOP-100629,37,6,1869.82,101,2250,6,United Kingdom,311.63666666666666,0.008547008547008548
SHOP-100549,15,8,1205.1200000000001,60,599,7,United Kingdom,150.64000000000001,0.1111111111111111
SHOP-101428,2,15,4654.08,176,3937,14,United Kingdom,310.272,0.04332129963898917
SHOP-101196,1,17,8022.49,403,6025,17,United Kingdom,471.9111764705882,0.020600858369098713
SHOP-102230,97,4,1225.41,123,512,4,United Kingdom,306.3525,0.006369426751592357
SHOP-102452,14,2,411.41,17,215,2,United Kingdom,205.70499999999998,0.0
SHOP-102303,23,12,4006.94,87,3020,10,United Kingdom,333.9116666666667,0.0045662100456621
SHOP-100067,38,15,5396.04,111,2466,15,United Kingdom,359.736,0.014388489208633094
SHOP-102340,192,2,284.46000000000004,14,140,2,United Kingdom,142.23000000000002,0.0625
SHOP-102262,39,4,574.84,27,150,4,United Kingdom,143.71,0.0
SHOP-101256,183,3,740.95,42,430,3,United Kingdom,246.98333333333335,0.0
SHOP-100617,200,3,1396.99,55,581,2,United Kingdom,465.66333333333336,0.0
SHOP-100292,21,4,1116.47,40,545,4,United Kingdom,279.1175,0.05
SHOP-101829,13,3,597.5,70,810,3,United Kingdom,199.16666666666666,0.0
SHOP-102844,208,2,1303.9099999999999,40,603,2,United Kingdom,651.9549999999999,0.0
SHOP-102012,100,11,3070.42,6,467,7,United Kingdom,279.1290909090909,0.08333333333333333
SHOP-101828,188,2,729.5400000000001,36,366,2,Germany,364.77000000000004,0.05
SHOP-102252,40,3,1008.5400000000001,18,616,3,United Kingdom,336.18,0.047619047619047616
SHOP-102218,66,2,473.03000000000003,101,240,2,United Kingdom,236.51500000000001,0.0
SHOP-102296,78,7,2759.83,110,1832,7,United Kingdom,394.26142857142855,0.030534351145038167
SHOP-101810,50,5,1708.1200000000001,57,1416,5,Belgium,341.62399999999997,0.0
SHOP-101466,11,2,799.48,76,394,2,United Kingdom,399.74,0.0
SHOP-101391,39,3,650.41,42,816,3,United Kingdom,216.8033333333333,0.0
SHOP-101368,225,2,93.35,4,25,2,United Kingdom,46.675000000000004,0.0
SHOP-100119,4,2,935.05,60,811,2,United Kingdom,467.525,0.014925373134328358
SHOP-100436,1,57,37153.85,113,23948,53,United Kingdom,651.8219298245614,0.20501138952164008
SHOP-101156,31,7,4151.93,123,2422,6,United Kingdom,593.1328571428572,0.01935483870967742
SHOP-102112,7,7,1871.5,237,943,6,United Kingdom,267.35714285714283,0.021739130434782608
SHOP-102551,173,6,2643.2000000000003,86,1478,6,United Kingdom,440.53333333333336,0.04285714285714286
SHOP-101873,50,2,603.71,100,358,2,Spain,301.855,0.0
SHOP-101908,189,2,506.8,28,182,2,United Kingdom,253.39999999999998,0.0
SHOP-102824,157,2,1030.4,35,1572,2,United Kingdom,515.2,0.0
SHOP-102842,5,8,2099.64,124,2143,7,United Kingdom,262.455,0.014084507042253521
SHOP-102334,73,6,1770.34,18,1407,6,United Kingdom,295.0566666666667,0.0
SHOP-102216,188,2,275.28,19,122,2,United Kingdom,137.64,0.0
SHOP-102790,117,4,799.9,42,501,4,United Kingdom,199.975,0.0
SHOP-100841,30,7,6893.42,186,4302,7,United Kingdom,984.7742857142857,0.007380073800738007
SHOP-101352,18,4,1305.33,48,865,4,United Kingdom,326.3325,0.03125
SHOP-101940,5,6,3512.53,365,2144,6,United Kingdom,585.4216666666667,0.013412816691505217
SHOP-100187,64,2,656.6800000000001,14,268,2,United Kingdom,328.34000000000003,0.0
SHOP-101837,2,8,1661.44,109,1254,8,United Kingdom,207.68,0.0
SHOP-100993,221,2,288.6,18,160,1,United Kingdom,144.3,0.0
SHOP-100595,9,5,4191.0,183,2437,4,United Kingdom,838.2,0.14285714285714285
SHOP-100061,58,5,770.1,116,464,5,United Kingdom,154.02,0.00684931506849315
SHOP-100213,70,9,2116.19,24,1581,8,United Kingdom,235.13222222222223,0.0
SHOP-101007,23,9,6620.48,232,3453,9,Germany,735.6088888888888,0.04234527687296417
SHOP-101623,46,3,1063.95,61,570,3,United Kingdom,354.65000000000003,0.07246376811594203
SHOP-100964,43,6,2707.33,157,2182,5,United Kingdom,451.22166666666664,0.0
SHOP-101462,9,3,553.44,10,264,3,United Kingdom,184.48000000000002,0.058823529411764705
SHOP-102640,3,55,8508.82,330,2089,54,United Kingdom,154.7058181818182,0.03857566765578635
SHOP-100493,35,3,798.74,47,590,3,United Kingdom,266.24666666666667,0.0
SHOP-101153,16,3,2817.03,228,1395,3,United Kingdom,939.0100000000001,0.0
SHOP-101276,9,6,1064.07,53,503,6,United Kingdom,177.34500000000003,0.03076923076923077
SHOP-100490,5,15,3812.64,302,2054,15,United Kingdom,254.176,0.004319654427645789
SHOP-101179,31,4,639.02,49,243,4,United Kingdom,159.755,0.0
SHOP-100937,71,2,203.2,23,86,2,United Kingdom,101.6,0.0
SHOP-102446,16,2,388.52,19,156,2,United Kingdom,194.26,0.0
SHOP-102091,23,3,2811.43,53,1591,3,Portugal,937.1433333333333,0.0
SHOP-102156,60,2,786.54,41,520,2,United Kingdom,393.27,0.06
SHOP-101763,4,6,813.52,50,1145,6,United Kingdom,135.58666666666667,0.0
SHOP-101149,34,7,1603.46,103,789,7,United Kingdom,229.06571428571428,0.0
SHOP-102101,52,3,1547.2,29,610,3,United Kingdom,515.7333333333332,0.06976744186046512
SHOP-100889,18,4,501.12,18,328,4,United Kingdom,125.28,0.0
SHOP-102634,163,3,1516.24,25,530,2,United Kingdom,505.41333333333336,0.16666666666666666
SHOP-102669,4,2,384.52,55,168,2,United Kingdom,192.26,0.0
SHOP-102115,26,2,68.84,18,19,2,United Kingdom,34.42,0.0
SHOP-101376,128,3,982.42,27,680,3,United Kingdom,327.47333333333336,0.0
SHOP-100862,2,3,398.7,18,92,3,United Kingdom,132.9,0.0
SHOP-100808,2,38,6292.26,256,3888,35,United Kingdom,165.58578947368423,0.028747433264887063
SHOP-101988,17,2,430.57,21,185,1,Switzerland,215.285,0.043478260869565216
SHOP-102338,1,7,1721.4,83,1203,5,United Kingdom,245.91428571428574,0.06542056074766354
SHOP-101491,2,2,216.29999999999998,7,90,2,United Kingdom,108.14999999999999,0.0
SHOP-100440,33,5,2328.9700000000003,58,1612,4,United Kingdom,465.79400000000004,0.04597701149425287
SHOP-100263,3,2,885.47,28,375,2,United Kingdom,442.735,0.0
SHOP-101159,100,2,425.19,51,271,2,United Kingdom,212.595,0.0
SHOP-100234,50,2,3178.17,105,1690,2,United Kingdom,1589.085,0.043478260869565216
SHOP-101898,45,5,1706.57,58,1369,5,United Kingdom,341.31399999999996,0.060240963855421686
SHOP-100459,43,2,657.3,88,537,2,United Kingdom,328.65,0.0
SHOP-102744,20,6,822.23,40,825,6,Netherlands,137.03833333333333,0.0196078431372549
SHOP-100842,11,11,3349.57,172,2164,11,United Kingdom,304.50636363636363,0.010471204188481676
SHOP-101893,39,2,408.90000000000003,26,190,2,United Kingdom,204.45,0.0
SHOP-100554,22,10,2119.41,18,955,10,United Kingdom,211.94099999999997,0.0
SHOP-101734,71,4,836.33,38,419,4,France,209.08249999999998,0.0
SHOP-100562,31,2,276.56,15,96,2,United Kingdom,138.28,0.0
SHOP-101638,3,15,6924.110000000001,41,2943,13,United Kingdom,461.6073333333333,0.058823529411764705
SHOP-101378,12,3,1261.78,148,642,3,United Kingdom,420.5933333333334,0.0
SHOP-101844,4,5,4090.88,160,1471,4,United Kingdom,818.176,0.13852813852813853
SHOP-101715,17,12,3131.02,200,1124,11,United Kingdom,260.91833333333335,0.006191950464396285
SHOP-100525,5,9,2870.2400000000002,85,1894,9,United Kingdom,318.91555555555556,0.012738853503184714
SHOP-102383,205,2,1589.82,58,482,2,Channel Islands,794.9100000000001,0.07352941176470588
SHOP-101185,5,5,2578.09,250,1317,5,United Kingdom,515.618,0.04316546762589928
SHOP-102620,38,8,3981.36,88,2024,8,Poland,497.66999999999996,0.06289308176100629
SHOP-102271,27,3,1421.69,73,1239,3,United Kingdom,473.8966666666667,0.1792452830188679
SHOP-100820,52,5,1253.3600000000001,9,367,4,United Kingdom,250.67200000000003,0.0
SHOP-101238,15,5,1159.52,180,1401,5,United Kingdom,231.904,0.0
SHOP-102500,199,3,400.1,63,367,3,United Kingdom,133.36666666666667,0.028169014084507043
SHOP-100694,1,4,1712.89,43,446,4,United Kingdom,428.2225,0.13559322033898305
SHOP-101367,35,2,285.89,15,175,2,United Kingdom,142.945,0.0
SHOP-100835,44,4,954.09,47,439,4,United Kingdom,238.5225,0.0
SHOP-100280,44,4,1531.6200000000001,54,1293,4,United Kingdom,382.90500000000003,0.03333333333333333
SHOP-101681,33,2,265.76,14,190,2,United Kingdom,132.88,0.0
SHOP-101488,10,13,50491.81,379,12665,12,United Kingdom,3883.9853846153846,0.001694915254237288
SHOP-101709,186,3,331.0,2,950,3,United Kingdom,110.33333333333333,0.0
SHOP-100223,120,3,1044.32,36,918,3,United Kingdom,348.1066666666666,0.0
SHOP-100392,29,3,380.6,24,308,3,United Kingdom,126.86666666666667,0.038461538461538464
SHOP-100056,19,2,260.68,29,842,2,United Kingdom,130.34,0.0
SHOP-101725,176,3,674.45,38,459,3,United Kingdom,224.8166666666667,0.0
SHOP-101072,1,5,1388.88,70,570,5,United Kingdom,277.776,0.011494252873563218
SHOP-102471,1,8,2005.06,317,1132,7,United Kingdom,250.6325,0.0
SHOP-100420,82,4,579.77,74,281,4,United Kingdom,144.9425,0.0
SHOP-100908,101,2,498.42,30,387,2,United Kingdom,249.21,0.0
SHOP-100849,22,2,126.25,5,27,2,United Kingdom,63.125,0.0
SHOP-101883,13,4,1119.49,51,516,4,United Kingdom,279.8725,0.0
SHOP-102239,74,2,551.04,19,672,2,United Kingdom,275.52,0.0
SHOP-101001,71,2,948.88,41,550,2,United Kingdom,474.44,0.02127659574468085
SHOP-100071,3,9,5659.9800000000005,201,2676,8,United Kingdom,628.8866666666668,0.012422360248447204
SHOP-102377,18,4,834.12,62,292,4,United Kingdom,208.53,0.0375
SHOP-101454,8,6,3347.31,42,1296,6,United Kingdom,557.8850000000001,0.039473684210526314
SHOP-102175,151,3,258.88,39,89,2,United Kingdom,86.29333333333334,0.0
SHOP-102418,7,15,2507.07,184,1262,15,United Kingdom,167.138,0.0036363636363636364
SHOP-102453,211,2,1106.4,37,343,2,United Kingdom,553.2,0.0
SHOP-101292,33,5,1698.94,34,768,5,United Kingdom,339.788,0.0
SHOP-102014,23,11,4257.82,34,2678,10,Germany,387.07454545454544,0.06153846153846154
SHOP-101648,24,2,328.4,19,164,2,United Kingdom,164.2,0.0
SHOP-102588,176,6,1169.94,97,594,6,United Kingdom,194.99,0.06428571428571428
SHOP-100567,29,5,681.9100000000001,11,349,5,United Kingdom,136.382,0.0
SHOP-100431,66,2,714.42,43,491,2,United Kingdom,357.21000000000004,0.0
SHOP-102018,22,6,2812.34,131,1253,5,United Kingdom,468.72333333333336,0.014388489208633094
SHOP-102078,6,2,511.12,29,244,2,United Kingdom,255.56,0.0
SHOP-101236,90,2,724.76,20,284,2,United Kingdom,362.38,0.0
SHOP-101403,23,6,1101.97,56,673,6,United Kingdom,183.66166666666663,0.015625
SHOP-100585,299,2,289.78,37,73,2,United Kingdom,144.89,0.1590909090909091
SHOP-100736,34,7,2287.51,153,1692,6,United Kingdom,326.7871428571429,0.004464285714285714
SHOP-100424,217,3,562.41,16,300,3,Austria,187.47,0.0
SHOP-101530,50,4,1777.78,99,1131,4,United Kingdom,444.445,0.0
SHOP-101298,15,7,921.07,125,776,7,United Kingdom,131.58142857142857,0.0196078431372549
SHOP-102460,114,6,6912.0,6,17280,6,United Kingdom,1152.0,0.0
SHOP-101192,40,4,646.92,47,408,4,United Kingdom,161.73000000000002,0.0
SHOP-100331,243,3,406.08000000000004,2,104,3,United Kingdom,135.36,0.0
SHOP-101923,147,3,499.68,33,129,3,United Kingdom,166.55999999999997,0.0
SHOP-102251,31,2,595.25,24,161,2,United Kingdom,297.625,0.058823529411764705
SHOP-100211,40,3,544.18,31,300,3,United Kingdom,181.39333333333335,0.0
SHOP-101311,3,4,1286.7,61,776,3,United Kingdom,321.675,0.014492753623188406
SHOP-100250,7,8,4331.48,110,2632,8,United Kingdom,541.435,0.06779661016949153
SHOP-101070,136,2,752.6,38,488,2,United Kingdom,376.29999999999995,0.0
SHOP-102413,198,2,695.61,42,365,2,United Kingdom,347.805,0.045454545454545456
SHOP-100782,267,2,409.98,22,212,1,United Kingdom,204.99,0.0
SHOP-100045,1,41,16225.39,80,6149,38,United Kingdom,395.74121951219513,0.08620689655172414
SHOP-101271,26,4,1195.94,39,576,4,United Kingdom,298.985,0.0
SHOP-100399,8,9,3957.78,51,2208,9,United Kingdom,439.75333333333333,0.0
SHOP-100416,30,2,1873.2,3,1040,2,United Kingdom,936.6,0.0
SHOP-100750,66,6,2273.68,100,1035,4,United Kingdom,378.9466666666667,0.08148148148148149
SHOP-100322,2,11,3883.25,145,2749,7,United Kingdom,353.02272727272725,0.004201680672268907
SHOP-102737,180,2,350.39,43,341,2,United Kingdom,175.195,0.0
SHOP-102222,53,2,1992.1100000000001,29,729,2,United Kingdom,996.0550000000001,0.0
SHOP-102134,280,2,411.53,107,337,1,United Kingdom,205.765,0.0
SHOP-101904,111,3,1474.06,57,804,3,United Kingdom,491.3533333333333,0.0
SHOP-101851,86,3,1493.73,41,679,3,United Kingdom,497.91,0.02
SHOP-102336,23,4,1820.09,54,667,4,Malta,455.0225,0.18292682926829268
SHOP-100492,30,4,1824.37,58,1353,4,United Kingdom,456.0925,0.075
SHOP-102181,9,2,168.24,8,108,2,United Kingdom,84.12,0.0
SHOP-102429,60,6,1069.1200000000001,79,276,6,United Kingdom,178.1866666666667,0.009615384615384616
SHOP-101182,2,4,1542.14,193,923,4,United Kingdom,385.53499999999997,0.0
SHOP-100574,37,2,332.64,24,332,2,United Kingdom,166.32,0.0
SHOP-100588,50,2,457.72,28,199,2,United Kingdom,228.85999999999999,0.0
SHOP-100323,68,2,570.13,52,237,2,United Kingdom,285.065,0.0
SHOP-101962,19,4,3811.22,184,2236,4,Spain,952.805,0.037383177570093455
SHOP-102674,4,12,2974.65,105,939,10,United Kingdom,247.88750000000002,0.0
SHOP-100289,5,5,1360.28,35,961,5,United Kingdom,272.056,0.05952380952380952
SHOP-101244,44,4,1443.69,42,866,4,United Kingdom,360.9225,0.015625
SHOP-100874,107,6,2157.73,67,1415,6,United Kingdom,359.62166666666667,0.039473684210526314
SHOP-101785,27,5,2779.3,96,1879,5,United Kingdom,555.86,0.11678832116788321
SHOP-102412,25,4,1580.93,205,521,4,United Kingdom,395.2325,0.026615969581749048
SHOP-102622,53,6,3295.76,103,1778,6,United Kingdom,549.2933333333334,0.0
SHOP-102110,4,5,725.07,53,434,3,France,145.01399999999998,0.0
SHOP-102420,90,4,1649.5,96,1436,4,United Kingdom,412.375,0.01818181818181818
SHOP-102457,32,2,746.36,49,689,2,United Kingdom,373.18,0.0
SHOP-101112,16,6,1418.32,70,575,6,United Kingdom,236.38666666666668,0.034482758620689655
SHOP-102234,3,19,4521.49,88,1969,14,United Kingdom,237.97315789473683,0.05803571428571429
SHOP-102577,71,5,477.83,19,279,5,United Kingdom,95.566,0.038461538461538464
SHOP-102839,39,2,437.82,20,88,2,Italy,218.91,0.0
SHOP-100740,1,45,58510.48,29,30546,29,United Kingdom,1300.232888888889,0.11392405063291139
SHOP-100612,120,2,254.1,8,84,2,United Kingdom,127.05,0.0
