property_id,dwelling_type,zoning,lot_frontage_ft,lot_area_sqft,lot_shape,neighborhood,building_type,house_style,overall_quality,overall_condition,year_built,year_remodeled,exterior_quality,foundation,basement_quality,basement_sqft,central_air,living_area_sqft,full_bathrooms,bedrooms,kitchen_quality,fireplaces,garage_type,garage_capacity,deck_sqft,sale_month,sale_year,sale_price
HOME-101065,20,RL,94.0,13615,IR1,NridgHt,1Fam,1Story,9,5,2006,2006,Ex,PConc,Ex,1802.0,Y,1802,2,3,Ex,1,Attchd,3.0,158,6,2007,406442
HOME-100078,50,RM,75.0,9000,Reg,IDOTRR,1Fam,1.5Fin,5,5,1958,1958,TA,CBlock,TA,1151.0,Y,1955,2,4,TA,0,Attchd,1.0,0,1,2008,180812
HOME-101785,85,RL,64.0,12102,Reg,Edwards,1Fam,SFoyer,5,5,1976,1976,TA,CBlock,Gd,456.0,Y,1033,1,3,TA,0,BuiltIn,2.0,224,4,2008,174915
HOME-101807,60,RL,45.0,9468,IR2,CollgCr,1Fam,2Story,6,5,1999,1999,TA,PConc,Gd,840.0,Y,1755,2,3,TA,1,Attchd,2.0,176,8,2006,231034
HOME-102853,190,RL,60.0,10800,Reg,OldTown,2fmCon,2Story,4,7,1900,2000,TA,BrkTil,,0.0,N,1294,2,3,TA,0,,0.0,220,8,2008,112696
HOME-100999,50,RL,60.0,10818,Reg,OldTown,1Fam,1.5Fin,4,4,1910,1950,TA,BrkTil,Fa,1077.0,Y,1760,1,4,TA,1,Detchd,2.0,120,2,2006,89119
HOME-102414,20,RL,104.0,14418,IR1,NridgHt,1Fam,1Story,9,5,2007,2007,Ex,PConc,Ex,1950.0,Y,1950,2,2,Ex,1,Attchd,3.0,156,5,2008,395864
HOME-101569,50,RL,104.0,23920,Reg,SawyerW,1Fam,1.5Fin,6,5,1984,1984,TA,CBlock,TA,1105.0,Y,1822,2,4,Gd,1,Attchd,2.0,0,4,2007,245975
HOME-101985,60,RL,88.0,10179,IR1,Gilbert,1Fam,2Story,6,5,1997,1997,TA,PConc,Gd,945.0,Y,1608,2,3,TA,1,Attchd,2.0,252,7,2009,199175
HOME-100790,50,RM,60.0,5400,Reg,OldTown,1Fam,1.5Fin,6,6,1920,1950,Fa,BrkTil,TA,972.0,Y,1480,1,3,TA,0,Detchd,1.0,0,9,2009,123554
HOME-101911,50,RM,60.0,8520,Reg,OldTown,1Fam,1.5Fin,6,7,1916,1950,TA,BrkTil,TA,714.0,N,2526,2,5,Gd,1,Detchd,1.0,88,8,2007,147127
HOME-101454,20,RL,68.0,9571,Reg,Edwards,1Fam,1Story,5,5,1956,1956,TA,CBlock,TA,1073.0,Y,1073,1,2,TA,0,Attchd,1.0,0,2,2009,126568
HOME-102165,60,RL,,14541,IR1,NoRidge,1Fam,2Story,8,7,1993,1993,Gd,PConc,Gd,1338.0,Y,2520,2,5,Gd,1,Attchd,3.0,209,11,2006,345734
HOME-102025,20,RL,,12250,IR1,CollgCr,1Fam,1Story,5,6,1978,1978,TA,CBlock,Gd,864.0,Y,1174,1,3,TA,0,Attchd,2.0,211,5,2008,170078
HOME-101607,20,RL,60.0,6600,Reg,Mitchel,1Fam,1Story,5,6,1982,2005,TA,CBlock,TA,845.0,Y,845,1,3,Gd,0,Attchd,1.0,0,7,2008,145371
HOME-102907,70,RM,60.0,7200,Reg,OldTown,1Fam,2Story,7,7,1920,1950,TA,BrkTil,Fa,596.0,Y,1762,1,4,Gd,0,Detchd,2.0,36,10,2006,172446
HOME-102278,50,RM,63.0,11426,Reg,OldTown,1Fam,1.5Fin,7,5,2003,2003,TA,PConc,Gd,1362.0,Y,2082,2,3,Gd,0,Detchd,2.0,280,6,2008,214130
HOME-102586,20,RL,56.0,18559,IR1,NWAmes,1Fam,1Story,7,5,1978,1978,Gd,CBlock,Gd,2048.0,Y,2064,2,3,Gd,2,Attchd,2.0,200,8,2008,249464
HOME-100559,80,RL,78.0,11679,IR1,Edwards,1Fam,SLvl,5,5,1962,1962,TA,CBlock,TA,1776.0,Y,1560,2,3,TA,1,Attchd,2.0,453,5,2006,197331
HOME-101225,30,RL,98.0,8731,IR1,BrkSide,1Fam,1Story,5,5,1920,1950,TA,BrkTil,TA,915.0,Y,1167,1,3,TA,1,Detchd,2.0,0,5,2007,154479
HOME-101122,20,RL,,16196,IR3,SawyerW,1Fam,1Story,7,5,1998,1998,Gd,PConc,Gd,1482.0,Y,1494,2,3,Gd,1,Attchd,2.0,402,8,2007,226108
HOME-102687,20,RL,75.0,9750,Reg,CollgCr,1Fam,1Story,7,5,2004,2004,Gd,PConc,Gd,1445.0,Y,1445,2,3,Gd,0,Attchd,2.0,0,6,2008,197110
HOME-102392,50,RM,56.0,8398,Reg,OldTown,1Fam,1.5Fin,6,8,1910,1990,TA,CBlock,Gd,926.0,Y,1650,2,3,TA,0,Detchd,2.0,128,11,2007,156460
HOME-102126,120,FV,,3830,IR1,Somerst,TwnhsE,1Story,6,5,2008,2008,Gd,PConc,Gd,1726.0,Y,1726,2,2,Gd,1,Attchd,2.0,0,1,2009,230134
HOME-100073,20,RL,65.0,9750,Reg,CollgCr,1Fam,1Story,5,7,1994,1994,TA,PConc,Gd,990.0,Y,990,1,3,TA,0,Detchd,2.0,168,8,2008,167191
HOME-102243,70,RL,53.0,6720,Reg,Crawfor,1Fam,2Story,6,7,1921,1950,TA,BrkTil,TA,585.0,N,1436,1,3,TA,1,Detchd,1.0,184,4,2007,154575
HOME-100037,20,RL,90.0,14684,IR1,SawyerW,1Fam,1Story,7,7,1990,1991,Gd,CBlock,Gd,2158.0,Y,2196,2,3,Gd,1,Attchd,3.0,84,6,2009,276781
HOME-101354,20,RL,80.0,11900,IR1,NAmes,1Fam,1Story,6,5,1957,1957,TA,CBlock,TA,1392.0,Y,1392,1,3,TA,2,Attchd,2.0,0,6,2008,175584
HOME-102846,60,RL,67.0,12774,Reg,SawyerW,1Fam,2Story,7,5,2003,2004,Gd,PConc,Gd,835.0,Y,1663,2,3,Gd,0,Attchd,2.0,168,7,2008,206259
HOME-101883,20,RL,,9079,IR1,Sawyer,1Fam,1Story,5,5,1961,1961,TA,CBlock,TA,864.0,Y,864,1,2,TA,0,Attchd,1.0,158,7,2009,124753
HOME-101750,60,RL,75.0,9743,Reg,NWAmes,1Fam,2Story,5,6,1969,1969,TA,CBlock,TA,720.0,Y,1308,1,3,TA,0,Detchd,2.0,0,6,2008,154891
HOME-102741,60,RL,79.0,9462,Reg,NAmes,1Fam,2Story,5,6,1949,1973,TA,CBlock,TA,704.0,Y,1728,1,3,TA,1,Attchd,1.0,245,7,2006,152541
HOME-101286,20,RL,91.0,12274,IR1,Somerst,1Fam,1Story,7,5,2008,2008,Gd,PConc,Gd,1417.0,Y,1428,2,3,Ex,0,Attchd,2.0,0,7,2008,242584
HOME-102822,120,FV,,4217,IR1,Somerst,TwnhsE,1Story,6,5,2008,2008,Gd,PConc,Gd,1145.0,Y,1256,1,1,Gd,1,Attchd,2.0,0,3,2009,198198
HOME-101355,70,RL,80.0,16560,IR1,Crawfor,1Fam,2Story,6,8,1932,1950,TA,BrkTil,Gd,952.0,Y,2345,2,4,TA,1,Detchd,2.0,0,7,2006,259741
HOME-102304,20,RL,60.0,8172,Reg,Edwards,1Fam,1Story,4,5,1955,1955,TA,CBlock,TA,768.0,Y,768,1,2,TA,1,Detchd,1.0,0,7,2007,133801
HOME-102731,50,RL,60.0,12144,Reg,NAmes,1Fam,1.5Fin,4,6,1950,1950,TA,CBlock,TA,910.0,Y,1521,1,3,Gd,0,Detchd,1.0,199,9,2006,159594
HOME-100668,20,RL,,16381,IR1,Crawfor,1Fam,1Story,6,5,1969,1969,Gd,CBlock,TA,1844.0,Y,1844,2,3,Gd,1,Attchd,2.0,0,12,2006,245774
HOME-100455,20,RL,85.0,9965,Reg,Somerst,1Fam,1Story,7,5,2007,2007,Gd,PConc,Gd,1528.0,Y,1528,3,3,Gd,1,Attchd,2.0,0,9,2007,256873
HOME-102335,20,RL,,8076,IR1,Gilbert,1Fam,1Story,6,6,1993,1994,TA,PConc,Gd,1160.0,Y,1169,2,3,TA,1,Attchd,2.0,0,7,2006,207195
HOME-100570,50,RM,98.0,8820,Reg,OldTown,1Fam,1.5Fin,5,6,1890,1996,TA,BrkTil,TA,1088.0,Y,1869,1,2,TA,0,Detchd,2.0,48,9,2009,129063
HOME-100233,90,RL,76.0,10260,Reg,Mitchel,Duplex,2Story,5,4,1976,1976,TA,CBlock,,0.0,Y,1872,2,4,TA,0,Attchd,2.0,0,11,2008,107494
HOME-100093,50,RL,80.0,9600,Reg,NAmes,1Fam,1.5Fin,6,8,1950,2005,TA,CBlock,TA,856.0,Y,1668,1,3,TA,0,Attchd,1.0,0,9,2009,143159
HOME-102670,20,RL,85.0,11049,Reg,CollgCr,1Fam,1Story,8,5,2007,2007,Gd,PConc,Ex,1234.0,Y,1234,2,3,Gd,0,Attchd,2.0,0,1,2008,190463
HOME-102090,50,RM,60.0,9600,Reg,OldTown,1Fam,1.5Fin,5,6,1948,1950,TA,CBlock,TA,1212.0,Y,1668,1,3,TA,0,Detchd,1.0,0,5,2006,149487
HOME-100535,20,RL,74.0,7785,IR1,NAmes,1Fam,1Story,5,5,1956,1956,TA,Slab,,0.0,Y,1014,1,2,TA,0,Attchd,1.0,0,3,2008,102802
HOME-102859,60,FV,85.0,10625,Reg,Somerst,1Fam,2Story,6,5,2004,2004,Gd,PConc,Gd,1158.0,Y,2443,2,4,Gd,1,BuiltIn,3.0,193,6,2007,288547
HOME-100486,50,RL,50.0,7500,Reg,NAmes,1Fam,1.5Fin,6,6,1947,1950,TA,CBlock,TA,784.0,Y,1312,1,3,TA,0,Detchd,2.0,0,10,2006,139036
HOME-102757,20,RL,120.0,14780,IR1,NridgHt,1Fam,1Story,9,5,2005,2005,Ex,PConc,Ex,1868.0,Y,1868,2,2,Ex,1,Attchd,3.0,354,6,2006,449765
HOME-102921,50,RM,56.0,10134,Reg,OldTown,1Fam,1.5Fin,5,5,1910,1950,TA,BrkTil,Fa,801.0,N,1447,1,3,TA,0,,0.0,80,7,2009,107263
HOME-102625,120,RM,62.0,6710,IR1,Mitchel,TwnhsE,SFoyer,6,5,1996,1997,TA,PConc,Ex,920.0,Y,936,0,0,TA,0,Attchd,2.0,0,6,2007,151830
HOME-101959,20,RL,80.0,8480,Reg,Sawyer,1Fam,1Story,5,6,1963,1963,TA,CBlock,TA,970.0,Y,970,1,2,TA,0,Detchd,2.0,0,7,2007,145652
HOME-100353,50,RL,60.0,8400,Reg,SWISU,1Fam,1.5Fin,6,5,1925,1950,TA,PConc,TA,1181.0,Y,1694,2,4,TA,1,Detchd,2.0,342,6,2008,145224
HOME-102187,120,RL,,3136,IR1,NridgHt,TwnhsE,1Story,7,5,2003,2003,Gd,PConc,Gd,1405.0,Y,1405,2,2,Gd,1,Attchd,2.0,148,3,2006,190911
HOME-101117,60,RL,75.0,9473,Reg,CollgCr,1Fam,2Story,8,5,2002,2002,Gd,PConc,Gd,1128.0,Y,2031,2,3,Gd,1,Attchd,2.0,0,3,2008,245308
HOME-101146,120,RM,64.0,5587,IR1,Crawfor,TwnhsE,1Story,8,5,2008,2008,Ex,PConc,Ex,1600.0,Y,1652,2,2,Gd,1,Attchd,2.0,162,11,2008,414554
HOME-101462,90,RL,85.0,11475,Reg,NAmes,Duplex,1Story,5,5,1958,1958,TA,CBlock,TA,1584.0,Y,1776,2,4,TA,0,Detchd,3.0,0,7,2009,113428
HOME-100695,20,RL,108.0,13173,IR1,NridgHt,1Fam,1Story,9,5,2006,2007,Gd,PConc,Ex,1652.0,Y,1652,2,2,Ex,2,Attchd,2.0,404,11,2009,335139
HOME-101211,20,RL,,17871,IR2,Crawfor,1Fam,1Story,4,5,1995,1996,TA,PConc,Gd,1680.0,Y,1680,2,4,Gd,0,Attchd,2.0,152,6,2007,180707
HOME-101015,120,RL,48.0,6240,Reg,NridgHt,TwnhsE,1Story,8,5,2006,2006,Gd,PConc,Gd,1324.0,Y,1324,2,2,Gd,1,Attchd,2.0,0,9,2007,236878
HOME-101363,120,RM,44.0,4750,IR1,Crawfor,TwnhsE,1Story,8,5,2006,2007,Gd,PConc,Gd,1573.0,Y,1625,2,2,Gd,1,Attchd,2.0,123,12,2007,258174
HOME-102799,20,RL,,12546,IR1,NWAmes,1Fam,1Story,6,7,1981,1981,Gd,CBlock,Gd,1440.0,Y,1440,2,3,Gd,1,Attchd,2.0,0,4,2007,198027
HOME-102334,20,RL,93.0,12085,Reg,NridgHt,1Fam,1Story,8,5,2007,2007,Gd,PConc,Ex,1734.0,Y,1734,2,3,Ex,1,Attchd,3.0,0,11,2007,336566
HOME-101923,50,RM,52.0,6240,Reg,BrkSide,1Fam,1.5Fin,6,6,1931,1950,TA,BrkTil,TA,884.0,Y,1367,1,3,TA,1,Detchd,1.0,0,11,2007,136458
HOME-100354,50,RL,52.0,6292,Reg,SWISU,1Fam,1.5Fin,7,7,1928,1950,TA,BrkTil,TA,861.0,Y,1477,2,3,TA,1,Detchd,1.0,0,8,2009,151582
HOME-100574,60,RL,,12388,IR1,NWAmes,1Fam,2Story,7,7,1980,1991,TA,CBlock,Gd,1043.0,Y,2673,2,4,Gd,1,BuiltIn,2.0,178,8,2009,254587
HOME-100854,60,RL,,8963,IR1,NWAmes,1Fam,2Story,8,9,1976,1996,Ex,CBlock,TA,1142.0,Y,2715,3,4,Gd,2,BuiltIn,2.0,0,7,2008,321332
HOME-100332,20,RL,,11120,IR1,Veenker,1Fam,1Story,6,6,1984,1984,TA,PConc,Gd,1232.0,Y,1232,2,3,TA,0,Attchd,2.0,0,6,2008,172843
HOME-101898,50,RL,60.0,8064,Reg,NAmes,1Fam,1.5Fin,6,7,1948,1994,TA,CBlock,TA,864.0,Y,1495,1,3,TA,0,Detchd,2.0,180,8,2009,137473
HOME-100163,30,RM,50.0,7030,Reg,IDOTRR,1Fam,1Story,4,6,1925,1950,TA,BrkTil,TA,641.0,Y,641,1,2,Fa,0,Detchd,1.0,184,3,2006,92859
HOME-100477,30,RM,,6291,IR1,IDOTRR,1Fam,1Story,6,6,1930,1950,Gd,BrkTil,TA,768.0,Y,768,1,1,TA,0,Detchd,2.0,0,7,2008,98539
HOME-100469,120,RL,48.0,5911,Reg,NridgHt,TwnhsE,1Story,9,5,2005,2005,Ex,PConc,Ex,1560.0,Y,1565,2,2,Ex,1,Attchd,2.0,196,3,2006,309467
HOME-100612,50,RM,50.0,7288,Reg,IDOTRR,1Fam,1.5Fin,5,7,1925,2003,Gd,BrkTil,TA,936.0,Y,1601,2,3,TA,0,,0.0,0,9,2007,140388
HOME-100638,50,RM,60.0,5586,IR1,OldTown,1Fam,1.5Fin,6,7,1920,1998,TA,BrkTil,TA,901.0,Y,1198,1,4,TA,0,,0.0,0,9,2008,84868
HOME-102506,60,RL,,8658,IR1,Gilbert,1Fam,2Story,6,5,2000,2000,TA,PConc,Gd,982.0,Y,1889,2,3,TA,1,Attchd,2.0,0,4,2006,235061
HOME-100730,80,RL,,10970,IR1,CollgCr,1Fam,SLvl,6,6,1978,1978,TA,CBlock,Gd,940.0,Y,1026,1,3,TA,0,Detchd,2.0,0,10,2008,156213
HOME-100543,20,RL,70.0,9100,Reg,CollgCr,1Fam,1Story,7,5,2000,2000,Gd,PConc,Gd,1525.0,Y,1525,2,3,Gd,0,Attchd,2.0,219,9,2006,257276
HOME-101194,20,RL,80.0,10386,Reg,CollgCr,1Fam,1Story,8,5,2004,2005,Gd,PConc,Gd,2000.0,Y,2000,2,3,Gd,0,Attchd,3.0,168,7,2007,332581
HOME-101702,50,RL,60.0,10890,Reg,SWISU,1Fam,1.5Fin,5,5,1938,1950,TA,BrkTil,Fa,1058.0,Y,1551,2,3,Fa,0,Detchd,1.0,0,7,2006,150447
HOME-101594,85,RM,86.0,5160,Reg,IDOTRR,1Fam,SFoyer,4,6,1923,1950,TA,PConc,Gd,858.0,Y,892,1,1,Gd,0,,0.0,0,7,2009,71678
HOME-101326,20,RL,65.0,10816,IR1,CollgCr,1Fam,1Story,9,5,2008,2008,Ex,PConc,Ex,1720.0,Y,1720,2,3,Ex,1,Attchd,3.0,208,11,2009,348134
HOME-101859,20,RL,68.0,8814,Reg,CollgCr,1Fam,1Story,7,5,2005,2007,Gd,PConc,Gd,1274.0,Y,1274,2,3,Gd,0,Attchd,2.0,264,1,2007,219320
HOME-102248,75,RL,60.0,6204,Reg,SWISU,1Fam,2.5Fin,4,5,1912,1950,Gd,PConc,TA,795.0,N,2230,1,5,TA,0,Detchd,1.0,0,3,2006,130592
HOME-100784,60,RL,86.0,11065,IR1,NridgHt,1Fam,2Story,8,5,2006,2006,Gd,PConc,Gd,1085.0,Y,1970,2,3,Ex,1,BuiltIn,3.0,177,10,2006,310533
HOME-101069,190,RL,62.0,10106,Reg,Edwards,2fmCon,1.5Fin,5,7,1940,1999,TA,BrkTil,TA,644.0,Y,1355,2,4,TA,0,,0.0,140,9,2008,134607
HOME-100103,60,RL,89.0,10557,IR1,NoRidge,1Fam,2Story,9,5,1998,1998,Gd,PConc,Ex,1408.0,Y,3078,2,4,Gd,1,Attchd,3.0,108,7,2007,445386
HOME-102626,20,RL,60.0,9000,Reg,NAmes,1Fam,1Story,4,6,1971,1971,TA,PConc,TA,864.0,Y,864,1,3,TA,0,Detchd,2.0,0,5,2007,129690
HOME-102410,60,FV,85.0,10625,Reg,Somerst,1Fam,2Story,7,5,2005,2005,Gd,PConc,Gd,1026.0,Y,1958,2,3,Gd,1,Attchd,3.0,154,7,2008,261011
HOME-101236,20,RL,86.0,11650,Reg,NAmes,1Fam,1Story,7,5,1959,1959,TA,Slab,,0.0,Y,1472,2,2,Gd,1,Attchd,2.0,0,6,2006,175011
HOME-102538,120,RL,40.0,3876,IR1,Greens,Twnhs,1Story,8,5,1978,1978,Gd,CBlock,Gd,1226.0,Y,1226,1,1,Gd,1,Attchd,2.0,133,7,2006,187938
HOME-101125,20,RL,122.0,11923,IR1,CollgCr,1Fam,1Story,9,5,2007,2007,Gd,PConc,Ex,1800.0,Y,1800,2,2,Ex,0,Attchd,2.0,288,5,2009,245814
HOME-102612,20,RL,,8978,IR1,Sawyer,1Fam,1Story,5,5,1968,1968,TA,PConc,TA,948.0,Y,948,1,3,TA,0,Attchd,1.0,147,5,2007,117332
HOME-101518,20,RL,65.0,6768,IR1,Sawyer,1Fam,1Story,6,8,1961,1996,TA,CBlock,TA,912.0,Y,912,1,3,Gd,0,Detchd,1.0,168,5,2008,153386
HOME-100711,60,RL,71.0,7795,IR1,Gilbert,1Fam,2Story,7,5,2004,2005,Gd,PConc,Gd,716.0,Y,1432,2,3,Gd,1,Attchd,2.0,100,7,2009,193254
HOME-101765,190,RM,50.0,6000,Reg,OldTown,2fmCon,1.5Fin,5,4,1954,1954,TA,CBlock,TA,811.0,Y,1387,2,3,Gd,0,BuiltIn,1.0,0,11,2009,96294
HOME-100316,20,RL,,17199,Reg,NAmes,1Fam,1Story,4,7,1961,1961,TA,BrkTil,TA,914.0,Y,914,1,2,TA,0,Basment,1.0,140,7,2007,139618
HOME-100284,70,RL,60.0,7200,Reg,OldTown,1Fam,2Story,6,8,1915,1950,TA,CBlock,TA,663.0,Y,1595,2,3,TA,1,Detchd,2.0,49,4,2006,167945
HOME-102037,50,RL,,12513,IR1,NAmes,1Fam,1.5Fin,4,4,1920,2007,TA,BrkTil,TA,715.0,Y,1738,2,4,TA,1,Attchd,1.0,55,6,2009,109212
HOME-100489,20,RL,,7162,IR1,Sawyer,1Fam,1Story,5,7,1966,1966,TA,PConc,TA,876.0,Y,904,1,3,TA,0,Attchd,1.0,0,12,2008,114248
HOME-102208,20,FV,85.0,10625,Reg,Somerst,1Fam,1Story,8,5,2007,2007,Gd,PConc,Gd,1660.0,Y,1660,2,3,Gd,1,Attchd,3.0,133,6,2008,266151
HOME-101809,70,RM,59.0,5870,Reg,BrkSide,1Fam,2Story,6,9,1900,2000,TA,BrkTil,TA,554.0,Y,1290,1,3,TA,0,Detchd,1.0,38,4,2008,115816
HOME-100573,60,FV,79.0,10646,IR1,Somerst,1Fam,2Story,7,5,2001,2001,TA,PConc,TA,858.0,Y,1789,2,3,TA,1,Attchd,2.0,0,6,2008,236757
HOME-100386,20,RL,65.0,8529,IR1,SawyerW,1Fam,1Story,7,5,2001,2001,Gd,PConc,Gd,1454.0,Y,1434,2,3,Gd,1,Attchd,2.0,290,4,2009,196737
HOME-100235,20,RL,70.0,8400,Reg,NAmes,1Fam,1Story,5,5,1957,1957,TA,CBlock,Fa,1179.0,Y,1364,1,3,TA,1,Attchd,1.0,0,3,2006,145861
HOME-101398,80,RL,,16157,IR1,Veenker,1Fam,SLvl,5,7,1978,1978,TA,PConc,Gd,1360.0,Y,1432,1,2,Gd,1,Attchd,2.0,168,6,2007,209165
HOME-100453,80,RL,74.0,10778,IR1,SawyerW,1Fam,SLvl,7,6,1990,1991,Gd,PConc,Gd,1054.0,Y,1061,1,1,Gd,0,Attchd,2.0,114,7,2009,168127
HOME-101771,70,RM,65.0,11700,IR1,OldTown,1Fam,2Story,7,7,1880,2003,Gd,Stone,TA,1240.0,N,2640,1,4,Gd,1,Detchd,4.0,181,5,2009,276061
HOME-100072,20,RL,70.0,9658,IR1,NridgHt,1Fam,1Story,8,5,2006,2006,Gd,PConc,Gd,1598.0,Y,1606,2,3,Gd,1,Attchd,3.0,230,7,2009,259746
HOME-102680,60,RL,90.0,11250,IR1,CollgCr,1Fam,2Story,7,5,1998,1998,TA,PConc,Gd,1054.0,Y,1939,2,3,Gd,1,Attchd,3.0,128,5,2006,248338
HOME-102012,20,RL,80.0,9600,Reg,NAmes,1Fam,1Story,5,6,1961,1990,TA,CBlock,TA,1251.0,Y,1433,1,3,TA,1,Attchd,2.0,144,6,2006,176662
HOME-100915,120,RL,65.0,5950,IR1,StoneBr,TwnhsE,1Story,8,5,1989,1989,Gd,PConc,Gd,1337.0,Y,1337,2,2,Gd,1,Attchd,2.0,0,4,2008,201415
HOME-101943,50,RL,60.0,9600,Reg,Edwards,1Fam,1.5Fin,6,5,1924,1950,TA,BrkTil,TA,572.0,N,1096,1,2,TA,0,,0.0,0,4,2008,83829
HOME-102293,90,RL,113.0,8513,Reg,NAmes,Duplex,1Story,5,5,1961,1961,TA,CBlock,TA,1800.0,N,1800,2,6,TA,0,,0.0,0,11,2008,134671
HOME-101471,60,RL,,11000,Reg,NoRidge,1Fam,2Story,9,5,2000,2000,Gd,PConc,Ex,1519.0,Y,2172,2,4,Ex,1,BuiltIn,3.0,162,6,2008,305780
HOME-100296,20,RL,67.0,8777,Reg,Edwards,1Fam,1Story,4,5,1949,2003,TA,CBlock,,0.0,Y,1126,2,2,Gd,0,Detchd,2.0,0,5,2009,112070
HOME-101268,20,RL,80.0,9600,Reg,NWAmes,1Fam,1Story,5,5,1969,1969,TA,CBlock,Gd,1288.0,Y,1336,2,3,TA,1,Attchd,2.0,312,8,2009,168976
HOME-102686,90,RL,,7939,Reg,SawyerW,Duplex,2Story,7,5,2000,2000,TA,PConc,Ex,1168.0,Y,2787,4,6,TA,2,BuiltIn,4.0,312,10,2009,274569
HOME-100114,60,RL,58.0,14054,IR1,Gilbert,1Fam,2Story,7,5,2006,2006,Gd,PConc,Gd,879.0,Y,1863,2,4,Gd,1,BuiltIn,3.0,100,11,2006,247432
HOME-100527,20,RL,,8638,IR1,Sawyer,1Fam,1Story,5,6,1963,1963,TA,PConc,TA,925.0,Y,925,1,2,TA,0,Detchd,2.0,203,10,2006,146971
HOME-100958,80,RL,70.0,7910,Reg,NAmes,1Fam,SLvl,5,5,1960,1960,TA,CBlock,TA,1075.0,Y,1507,2,4,TA,0,Basment,1.0,0,8,2008,133915
HOME-101590,20,RL,,9450,IR1,NAmes,1Fam,1Story,4,5,1957,1957,TA,CBlock,TA,1040.0,Y,1362,1,3,TA,1,Attchd,3.0,0,5,2009,141092
HOME-100919,20,RL,,8685,IR1,CollgCr,1Fam,1Story,7,5,1998,1998,TA,PConc,Gd,1425.0,Y,1425,2,3,TA,0,Attchd,2.0,0,5,2006,209923
HOME-101909,60,RL,,11613,IR2,SawyerW,1Fam,2Story,6,5,1993,1997,Gd,PConc,Gd,864.0,Y,1820,2,3,Gd,0,Attchd,2.0,144,5,2007,206187
HOME-100421,20,RL,75.0,14587,IR1,Somerst,1Fam,1Story,9,5,2008,2008,Gd,PConc,Gd,1498.0,Y,1506,2,2,Ex,1,Attchd,2.0,0,8,2008,279831
HOME-102115,20,RL,85.0,12633,IR1,Timber,1Fam,1Story,10,5,2006,2007,Ex,PConc,Ex,1824.0,Y,1824,2,3,Ex,1,Attchd,3.0,160,9,2007,419176
HOME-101838,60,FV,,7050,Reg,Somerst,1Fam,2Story,7,5,2001,2001,Gd,PConc,Gd,1057.0,Y,1929,2,3,Gd,1,Attchd,2.0,0,5,2007,244834
HOME-102548,20,RL,60.0,8428,IR2,CollgCr,1Fam,1Story,5,7,1994,1994,TA,PConc,Gd,990.0,Y,990,1,3,TA,0,Detchd,1.0,256,7,2007,156909
HOME-102787,60,RL,,10382,IR1,NWAmes,1Fam,2Story,7,6,1973,1973,TA,CBlock,Gd,1107.0,Y,2090,2,3,TA,2,Attchd,2.0,235,11,2009,203630
HOME-102048,20,RL,75.0,8050,Reg,Edwards,1Fam,1Story,6,5,2002,2002,TA,PConc,Gd,914.0,Y,914,1,2,Gd,0,,0.0,32,4,2006,126320
HOME-101140,160,RM,21.0,1533,Reg,MeadowV,Twnhs,2Story,4,6,1970,2008,TA,CBlock,TA,546.0,Y,1344,1,3,TA,1,,0.0,0,5,2009,99332
HOME-102475,20,RL,68.0,9017,IR1,CollgCr,1Fam,1Story,7,5,1999,1999,Gd,PConc,Gd,1431.0,Y,1431,2,3,Gd,0,Attchd,2.0,0,9,2009,194929
HOME-101242,80,RL,,9947,IR1,Mitchel,1Fam,SLvl,7,5,1990,1991,TA,PConc,Gd,1188.0,Y,1217,2,3,Gd,0,Attchd,2.0,168,6,2009,179397
HOME-100926,50,RM,55.0,8674,Reg,BrkSide,1Fam,1.5Fin,5,6,1950,1950,TA,CBlock,Fa,910.0,Y,1435,1,3,TA,0,Detchd,1.0,0,3,2007,138596
HOME-102032,120,FV,59.0,4282,IR2,Somerst,TwnhsE,1Story,7,5,2004,2004,Gd,PConc,Gd,1391.0,Y,1391,2,2,Gd,0,Attchd,2.0,156,7,2008,209497
HOME-101477,60,FV,84.0,10603,Reg,Somerst,1Fam,2Story,8,5,2006,2006,Gd,PConc,Ex,900.0,Y,1795,2,3,Gd,1,Attchd,3.0,168,7,2009,279247
HOME-101991,50,RM,63.0,4347,Reg,OldTown,1Fam,1.5Fin,6,8,1910,1950,Gd,BrkTil,Gd,796.0,Y,1609,1,3,TA,0,Detchd,1.0,0,6,2008,133840
HOME-101637,20,RL,,12342,IR1,NAmes,1Fam,1Story,5,5,1960,1978,TA,CBlock,TA,978.0,Y,1422,1,3,TA,1,Attchd,1.0,0,8,2007,150599
HOME-100807,30,RL,50.0,5220,IR1,SWISU,1Fam,1Story,5,3,1936,1950,TA,BrkTil,TA,830.0,Y,879,1,2,TA,0,Detchd,1.0,0,1,2006,88188
HOME-101522,60,RL,62.0,10429,Reg,Mitchel,1Fam,2Story,5,5,1992,1992,TA,PConc,Gd,624.0,Y,1287,1,3,TA,0,Detchd,2.0,150,7,2009,135681
HOME-101463,60,RL,82.0,9942,IR1,NridgHt,1Fam,2Story,9,5,2005,2006,Ex,PConc,Ex,1606.0,Y,2091,2,3,Ex,1,Attchd,2.0,194,5,2006,367102
HOME-100867,20,RL,75.0,11957,IR1,Somerst,1Fam,1Story,8,5,2006,2006,Gd,PConc,Gd,1574.0,Y,1574,2,3,Gd,1,Attchd,3.0,144,7,2008,245303
